	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
494	Anairetes alpinus				EN		EN		EN				EN				EN				
495	Anairetes fernandezianus				NT				NT				NT				NT				
496	Anairetes flavirostris				LC				LC	LC			LC				LC				
497	Anairetes nigrocristatus				LC				LC	LC			LC				LC				
498	Anairetes parulus				LC				LC	LC			LC				LC				
499	Anairetes reguloides				LC				LC	LC			LC				LC				
500	Anaplectes jubaensis																LC				
501	Anaplectes leuconotos																LC				
502	Anaplectes rubriceps																LC				
503	Anarhynchus frontalis				VU		VU		VU				VU				VU		VU		
504	Anas acuta				LC				LC	LC			LC	LC			LC	LC		LC	
505	Anas albogularis														VU		VU				
506	Anas andium										LC		LC				LC				
507	Anas aucklandica				VU		VU		VU				VU	VU			VU				
508	Anas bahamensis				LC				LC	LC			LC				LC				
509	Anas bernieri				EN		EN		EN				EN	EN			EN				
510	Anas capensis				LC				LC	LC			LC				LC				
511	Anas castanea				LC				LC	LC			LC				LC				
512	Anas chlorotis				EN		EN	EN	EN				EN			NT	NT				
513	Anas crecca					LC			LC	LC			LC				LC			LC	
514	Anas eatoni				VU		VU		VU				VU				VU				
515	Anas erythrorhyncha				LC				LC	LC			LC				LC				
516	Anas flavirostris										LC		LC	LC			LC				
517	Anas fulvigula				LC				LC	LC			LC				LC				
518	Anas georgica				LC				LC	LC			LC				LC				
519	Anas gibberifrons														NT		NT				
520	Anas gracilis				LC				LC	LC			LC				LC				
521	Anas laysanensis				CR		CR		CR	CR	CR		CR	CR		CR	CR		CR		
522	Anas luzonica				VU		VU		VU				VU				VU				
523	Anas melleri				EN		EN		EN				EN	EN			EN				
524	Anas nesiotis				CR		CR		CR	CR	CR	EN	EN	EN			EN				
525	Anas platyrhynchos				LC				LC	LC			LC				LC	LC			
526	Anas poecilorhyncha											LC	LC	LC			LC				
527	Anas rubripes				LC				LC	LC			LC				LC				
528	Anas sparsa				LC				LC	LC			LC				LC				
529	Anas superciliosa				LC				LC	LC			LC				LC				
530	Anas undulata				LC				LC	LC			LC				LC				
531	Anas wyvilliana				EN				EN			EN	EN	EN			EN				
532	Anas zonorhyncha											LC	LC	LC			LC		LC		
533	Anastomus lamelligerus				LC				LC	LC			LC				LC		LC		
534	Anastomus oscitans				LC				LC	LC			LC				LC				
535	Ancistrops strigilatus				LC				LC	LC			LC				LC		LC		
536	Andigena cucullata				LC				LC	LC			LC				LC				
537	Andigena hypoglauca				NT				NT				NT				NT				
538	Andigena laminirostris				NT				NT				NT				NT				
539	Andigena nigrirostris				LC				LC	LC			LC				LC		LC		
540	Androdon aequatorialis				LC				LC	LC			LC				LC				
541	Andropadus importunus				LC				LC	LC			LC				LC		LC		
542	Androphobus viridis				DD				DD			DD	DD				DD	DD			
543	Anhima cornuta				LC				LC	LC			LC				LC				
544	Anhinga anhinga				LC				LC	LC			LC				LC				
545	Anhinga melanogaster				NT		NT		NT				NT				NT				
546	Anhinga novaehollandiae				LC				LC	LC			LC				LC				
547	Anhinga rufa				LC				LC	LC			LC				LC				
548	Anisognathus flavinucha																LC	LC			
549	Anisognathus igniventris																LC	LC			
550	Anisognathus lacrymosus				LC				LC	LC			LC				LC		LC		
551	Anisognathus lunulatus																LC				
552	Anisognathus melanogenys				LC				LC	LC			LC				LC				
553	Anisognathus notabilis				LC				LC	LC			LC				LC				
554	Anisognathus somptuosus																LC				
555	Anodorhynchus hyacinthinus				EN				EN				EN	EN	VU		VU				
556	Anodorhynchus leari				CR				CR	EN			EN	EN			EN			EN	
557	Anomalospiza imberbis				LC				LC	LC			LC				LC		LC		
558	Anopetia gounellei				LC				LC	LC			LC				LC				
559	Anorrhinus austeni					NT			NT				NT				NT		NT		
560	Anorrhinus galeritus				LC				LC	LC			LC				LC		NT		
561	Anorrhinus tickelli					NT			NT				NT				NT	NT			
562	Anous albivittus														LC		LC		LC		
563	Anous ceruleus														LC		LC		LC		
564	Anous minutus				LC				LC	LC			LC				LC		LC		
565	Anous stolidus				LC				LC	LC			LC				LC		LC		
566	Anous tenuirostris				LC				LC	LC			LC				LC		LC		
567	Anser albifrons				LC				LC	LC			LC			LC	LC				
568	Anser anser				LC				LC	LC			LC				LC		LC		
569	Anser brachyrhynchus				LC				LC	LC			LC			LC	LC				
570	Anser caerulescens				LC				LC	LC			LC				LC		LC		
571	Anser canagicus				NT		NT		NT				NT				NT				
572	Anser cygnoid				EN		EN		VU				VU		VU		VU				
573	Anser erythropus				VU		VU		VU				VU	VU		VU	VU	VU	VU		
574	Anser fabalis				LC				LC	LC			LC			LC	LC		LC		
575	Anser indicus				LC				LC	LC			LC				LC		LC		
576	Anser rossii				LC				LC	LC			LC				LC				
577	Anseranas semipalmata				LC				LC	LC			LC				LC				
578	Anthipes monileger				LC				LC	LC			LC				LC				
579	Anthipes solitaris				LC				LC	LC			LC				LC				
580	Anthobaphes violacea				LC				LC	LC			LC				LC				
581	Anthochaera carunculata				LC				LC	LC			LC				LC		LC		
582	Anthochaera chrysoptera				LC					LC			LC				LC				
583	Anthochaera lunulata				LC					LC			LC				LC				
584	Anthochaera paradoxa				LC				LC	LC			LC				LC				
585	Anthochaera phrygia				EN			EN	EN				CR	CR		CR	CR		CR		
586	Anthornis melanura				LC				LC	LC			LC				LC				
587	Anthoscopus caroli																LC				
588	Anthoscopus flavifrons				LC				LC	LC			LC				LC	LC			
589	Anthoscopus minutus				LC				LC	LC			LC				LC				
590	Anthoscopus musculus				LC				LC	LC			LC				LC				
591	Anthoscopus parvulus				LC				LC	LC			LC				LC				
592	Anthoscopus punctifrons				LC				LC	LC			LC				LC				
593	Anthoscopus sylviella																LC	LC			
594	Anthracoceros albirostris				LC				LC	LC			LC				LC				
595	Anthracoceros coronatus				NT				NT				NT				NT				
596	Anthracoceros malayanus				NT				NT				NT			NT	NT		VU		
597	Anthracoceros marchei				VU				VU				VU				VU				
598	Anthracoceros montani				CR		CR		CR	CR	CR		CR	CR			CR	CR			
599	Anthracothorax aurulentus														LC		LC				
600	Anthracothorax dominicus														LC		LC				
601	Anthracothorax mango				LC				LC	LC			LC				LC				
602	Anthracothorax nigricollis				LC				LC	LC			LC				LC				
603	Anthracothorax prevostii				LC				LC	LC			LC				LC		LC		
604	Anthracothorax veraguensis				LC				LC	LC			LC				LC				
605	Anthracothorax viridigula				LC				LC	LC			LC				LC				
606	Anthracothorax viridis				LC				LC	LC			LC				LC				
607	Anthreptes anchietae				LC				LC	LC			LC				LC				
608	Anthreptes aurantius				LC				LC	LC			LC				LC				
609	Anthreptes gabonicus				LC				LC	LC			LC				LC		LC		
610	Anthreptes griseigularis																LC				
611	Anthreptes longuemarei				LC				LC	LC			LC				LC				
612	Anthreptes malacensis																LC				
613	Anthreptes neglectus				LC				LC	LC			LC				LC				
614	Anthreptes orientalis				LC				LC	LC			LC				LC				
615	Anthreptes rectirostris																LC				
616	Anthreptes reichenowi				NT				NT				NT				NT				
617	Anthreptes rhodolaemus				NT				NT				NT				NT				
618	Anthreptes rubritorques				VU				VU				VU				VU	VU			
619	Anthreptes seimundi				LC				LC	LC			LC				LC	LC	LC		
620	Anthreptes simplex				LC				LC	LC			LC				LC				
621	Anthreptes tephrolaemus																LC				
622	Anthropoides paradiseus				VU		VU		VU				VU	VU			VU		VU	VU	
623	Anthropoides virgo				LC				LC	LC			LC				LC		LC		
624	Anthus antarcticus				NT				NT				NT				NT				
625	Anthus berthelotii				LC				LC	LC			LC				LC				
626	Anthus bogotensis				LC				LC	LC			LC				LC				
627	Anthus brachyurus				LC				LC	LC			LC				LC		LC		
628	Anthus caffer				LC				LC	LC			LC				LC		LC		
629	Anthus campestris				LC				LC	LC			LC				LC		LC		
630	Anthus cervinus				LC				LC	LC			LC				LC	LC		LC	
631	Anthus chacoensis				LC				LC	LC			LC				LC				
632	Anthus cinnamomeus																LC	LC			
633	Anthus correndera				LC				LC	LC			LC				LC				
634	Anthus crenatus				LC				LC	LC			LC				LC	NT	NT		
635	Anthus furcatus				LC				LC	LC			LC				LC				
636	Anthus godlewskii				LC				LC	LC			LC				LC				
637	Anthus gustavi				LC				LC	LC			LC			LC	LC		LC		
638	Anthus gutturalis				LC				LC	LC			LC				LC				
639	Anthus hellmayri				LC				LC	LC			LC				LC		LC		
640	Anthus hodgsoni				LC				LC	LC			LC				LC				
641	Anthus hoeschi				LC				LC	LC			LC				LC	NT			
642	Anthus leucophrys				LC				LC	LC			LC				LC		LC		
643	Anthus lineiventris				LC				LC	LC			LC				LC		LC		
644	Anthus lutescens																LC				
645	Anthus melindae				NT				NT				NT		LC		LC				
646	Anthus nattereri				VU				VU				VU				VU	VU			
647	Anthus nilghiriensis				NT				NT			VU	VU				VU				
648	Anthus novaeseelandiae				LC				LC	LC			LC				LC		LC		
649	Anthus nyassae																LC				
650	Anthus pallidiventris				LC				LC	LC			LC				LC		LC		
651	Anthus peruvianus																LC				
652	Anthus petrosus				LC				LC	LC			LC				LC		LC		
653	Anthus pratensis				LC				LC	LC			LC			NT	NT		NT		
654	Anthus richardi																LC				
655	Anthus roseatus				LC				LC	LC			LC				LC			LC	
656	Anthus rubescens				LC				LC	LC			LC	LC			LC		LC	LC	
657	Anthus rufulus				LC				LC	LC			LC				LC				
658	Anthus similis																LC	LC			
659	Anthus sokokensis				EN				EN				EN				EN				
660	Anthus spinoletta				LC				LC	LC			LC				LC	LC	LC		
661	Anthus spragueii				VU				VU				VU				VU	VU	VU		
662	Anthus sylvanus				LC				LC	LC			LC				LC		LC		
663	Anthus trivialis				LC				LC	LC			LC			LC	LC		LC		
664	Anthus vaalensis				LC				LC	LC			LC				LC		LC		
665	Antigone antigone				VU		VU	VU	VU				VU				VU				
666	Antigone canadensis				LC				LC	LC			LC				LC				
667	Antigone rubicunda				LC				LC	LC			LC				LC				
668	Antigone vipio				VU		VU		VU				VU				VU		VU		
669	Antilophia bokermanni				CR				CR	CR	CR	CR	CR			CR	CR		CR		
670	Antilophia galeata				LC				LC	LC			LC				LC		LC		
671	Antrostomus arizonae											LC	LC				LC				
672	Antrostomus badius				LC				LC	LC			LC				LC		LC		
673	Antrostomus carolinensis				LC				LC	LC			LC				LC		NT		
674	Antrostomus cubanensis				LC				LC	LC			LC				LC		LC		
675	Antrostomus ekmani				LC				LC	LC			LC				LC				
676	Antrostomus noctitherus				CR				CR	CR	CR	EN	EN				EN				
677	Antrostomus ridgwayi				LC				LC	LC			LC				LC				
678	Antrostomus rufus				LC				LC	LC			LC				LC		LC		
679	Antrostomus salvini				LC				LC	LC			LC				LC		LC		
680	Antrostomus saturatus				LC				LC	LC			LC				LC				
681	Antrostomus sericocaudatus				LC				LC	LC			LC				LC				
682	Antrostomus vociferus											LC	LC	LC			LC		NT		
683	Anumara forbesi				EN				EN				EN				EN	EN			
684	Anumbius annumbi				LC				LC	LC			LC				LC				
685	Anurophasis monorthonyx				NT				NT				NT				NT				
686	Apalharpactes mackloti				LC				LC	LC			LC				LC				
687	Apalharpactes reinwardtii				EN				EN				EN		VU		VU				
688	Apalis alticola																LC	LC			
689	Apalis argentea				EN				EN								LC				
690	Apalis bamendae				LC				LC	LC			LC				LC				
691	Apalis binotata				LC				LC	LC			LC				LC				
692	Apalis chapini				LC				LC	LC			LC				LC				
693	Apalis chariessa				VU				VU				VU				VU		NT		
694	Apalis chirindensis				LC				LC	LC			LC				LC				
695	Apalis cinerea																LC	LC			
696	Apalis flavida																LC				
697	Apalis flavigularis				EN				EN				EN				EN				
698	Apalis flavocincta																LC				
699	Apalis fuscigularis				CR				CR	CR	CR	CR	CR			CR	CR		CR		
700	Apalis goslingi				LC				LC	LC			LC				LC				
701	Apalis jacksoni				LC				LC	LC			LC				LC	LC			
702	Apalis kaboboensis				DD												NT			NT	
703	Apalis karamojae				VU				VU				VU				VU	VU			
704	Apalis lynesi				VU	NT			NT				NT				NT	NT			
705	Apalis melanocephala				LC				LC	LC			LC				LC	LC			
706	Apalis nigriceps				LC				LC	LC			LC				LC	LC			
707	Apalis personata				LC				LC	LC			LC				LC				
708	Apalis porphyrolaema				LC												LC				
709	Apalis ruddi				LC				LC	LC			LC				LC	LC			
710	Apalis rufogularis				LC				LC	LC							LC	LC			
711	Apalis sharpii				LC				LC	LC			LC				LC	LC			
712	Apalis thoracica				LC				LC	LC			LC				LC	LC			
713	Apaloderma aequatoriale				LC				LC	LC			LC				LC				
714	Apaloderma narina				LC				LC	LC			LC				LC				
715	Apaloderma vittatum				LC				LC	LC			LC				LC				
716	Apalopteron familiare				VU				VU				VU	NT			NT				
717	Aphanotriccus audax				NT				NT			NT	NT				NT				
718	Aphanotriccus capitalis				VU				VU				VU				VU				
719	Aphantochroa cirrochloris				LC				LC	LC			LC				LC				
720	Aphelocephala leucopsis				LC				LC	LC			LC				LC				
721	Aphelocephala nigricincta				LC				LC	LC			LC				LC				
722	Aphelocephala pectoralis				NT				NT				NT				NT				
723	Aphelocoma californica																LC	LC			
724	Aphelocoma coerulescens				VU				VU				VU				VU	VU			
725	Aphelocoma ultramarina												LC	LC			LC				
726	Aphelocoma unicolor				LC				LC	LC			LC				LC				
727	Aphelocoma wollweberi												LC	LC			LC				
728	Aphrastura masafucrae				VU	CR			CR	CR	CR		CR			CR	CR				
729	Aphrastura spinicauda				LC				LC	LC			LC				LC	LC			
730	Aphrodroma brevirostris				LC				LC	LC			LC				LC		LC		
731	Aplonis atrifusca				LC				LC	LC			LC				LC				
732	Aplonis brunneicapillus				EN				EN				EN				EN	EN			
733	Aplonis cantoroides				LC				LC	LC			LC				LC		LC		
734	Aplonis cinerascens				VU				VU		VU		VU				VU				
735	Aplonis crassa				NT				NT				NT				NT		NT		
736	Aplonis dichroa				LC				LC	LC			LC				LC				
737	Aplonis feadensis				VU	NT			NT				NT				NT		NT		
738	Aplonis grandis				LC				LC	LC			LC				LC		LC		
739	Aplonis insularis				LC				LC	LC			LC				LC				
740	Aplonis magna				LC				LC	LC			LC				LC				
741	Aplonis metallica				LC				LC	LC			LC				LC		LC		
742	Aplonis minor				LC				LC	LC			LC				LC				
743	Aplonis mysolensis				LC				LC	LC			LC				LC		LC		
744	Aplonis mystacea				NT				NT				NT				NT				
745	Aplonis opaca				LC				LC	LC			LC				LC				
746	Aplonis panayensis				LC				LC	LC			LC				LC				
747	Aplonis pelzelni				CR				CR	CR	CR	CR	CR				CR				
748	Aplonis santovestris				VU				VU	VU			VU				VU	EN			
749	Aplonis striata				LC				LC	LC			LC				LC		LC		
750	Aplonis tabuensis				LC				LC	LC			LC				LC		LC		
751	Aplonis zelandica				NT				NT	NT			NT			NT	NT				
752	Aplopelia larvata				LC				LC	LC			LC				LC				
753	Aprositornis disjuncta				LC				LC	LC			LC				LC				
754	Aprosmictus erythropterus				LC				LC	LC			LC				LC				
755	Aprosmictus jonquillaceus				NT				NT				NT				NT				
756	Aptenodytes forsteri				LC				LC	LC			NT				NT	NT	NT		
757	Aptenodytes patagonicus				LC				LC	LC			LC				LC		LC		
758	Apteryx australis				VU				VU				VU	VU			VU				
759	Apteryx haastii				VU				VU				VU				VU				
760	Apteryx mantelli														EN		EN	VU			
761	Apteryx owenii				VU				NT				NT				NT				
762	Apteryx rowi														EN		EN	VU			
763	Apus acuticauda				VU				VU				VU	VU			VU	VU			
764	Apus affinis				LC				LC	LC			LC				LC				
765	Apus alexandri				LC				LC	LC			LC				LC				
766	Apus apus				LC				LC	LC			LC		LC		LC				
767	Apus balstoni				LC				LC	LC			LC				LC		LC		
768	Apus barbatus				LC				LC	LC			LC	LC			LC		LC		
769	Apus batesi				LC				LC	LC			LC				LC		LC		
770	Apus berliozi				LC				LC	LC			LC				LC				
771	Apus bradfieldi				LC				LC	LC			LC				LC				
772	Apus caffer				LC				LC	LC			LC				LC		LC		
773	Apus horus												LC	LC			LC				
774	Apus niansae				LC				LC	LC			LC				LC				
775	Apus nipalensis				LC				LC	LC			LC				LC				
776	Apus pacificus				LC				LC	LC			LC				LC				
777	Apus pallidus				LC				LC	LC			LC			LC	LC		LC	LC	
778	Apus sladeniae				DD				DD				DD				DD				
779	Apus unicolor				LC				LC	LC			LC		LC		LC				
780	Aquila adalberti				EN	VU			VU				VU	VU			VU			VU	
781	Aquila africana				LC				LC	LC			LC				LC				
782	Aquila audax				LC				LC	LC			LC				LC				
783	Aquila chrysaetos				LC				LC	LC			LC	LC		LC	LC				
784	Aquila fasciata				LC				LC	LC			LC	LC			LC			LC	
785	Aquila gurneyi				NT				NT				NT				NT				
786	Aquila heliaca				VU			VU	VU				VU	VU			VU			VU	
787	Aquila nipalensis				LC				LC	LC		LC	LC	LC		EN	EN			EN	
788	Aquila rapax				LC				LC	LC			LC	LC		LC	LC		VU		
789	Aquila spilogaster				LC				LC	LC			LC				LC				
790	Aquila verreauxii				LC				LC	LC			LC	LC			LC				
791	Ara ambiguus				VU	EN			EN				EN	EN			EN				
792	Ara ararauna				LC				LC	LC			LC				LC		LC		
793	Ara chloropterus				LC				LC	LC			LC				LC				
794	Ara glaucogularis				CR				CR	CR	CR	CR	CR	CR	CR	CR	CR		CR		
795	Ara macao				LC				LC	LC			LC				LC				
796	Ara militaris				VU				VU			VU	VU	VU			VU				
797	Ara rubrogenys				EN				EN				EN	EN			EN		CR		
798	Ara severus				LC				LC	LC			LC				LC		LC		
799	Arachnothera affinis																LC				
800	Arachnothera chrysogenys				LC				LC	LC			LC				LC				
801	Arachnothera clarae				LC				LC	LC			LC				LC		LC		
802	Arachnothera crassirostris				LC				LC	LC			LC				LC				
803	Arachnothera dilutior																LC				
804	Arachnothera flammifera																LC		LC		
805	Arachnothera flavigaster				LC				LC	LC			LC				LC				
806	Arachnothera hypogrammica				LC				LC	LC			LC				LC				
807	Arachnothera juliae				LC				LC	LC			LC				LC				
808	Arachnothera longirostra																LC				
809	Arachnothera magna				LC				LC	LC			LC				LC				
810	Arachnothera modesta																LC				
811	Arachnothera robusta				LC				LC	LC			LC				LC				
812	Aramides axillaris				LC				LC	LC			LC				LC				
813	Aramides calopterus				LC				LC	LC			LC				LC				
814	Aramides mangle				LC				LC	LC			LC				LC				
815	Aramides saracura				LC				LC	LC			LC				LC				
816	Aramides wolfi				VU				VU				VU				VU				
817	Aramides ypecaha				LC				LC	LC			LC				LC				
818	Aramidopsis plateni				VU				VU				VU				VU				
819	Aramus guarauna				LC				LC	LC			LC				LC				
820	Aratinga auricapillus				NT				NT			NT	NT				NT				
821	Aratinga jandaya				LC				LC	LC			LC				LC				
822	Aratinga maculata														LC		LC				
823	Aratinga nenday				LC				LC	LC			LC				LC		LC		
824	Aratinga solstitialis														EN		EN				
825	Aratinga weddellii				LC				LC	LC			LC				LC				
826	Arborophila ardens				VU		VU		VU				VU				VU				
827	Arborophila atrogularis				NT				NT				NT				NT				
828	Arborophila brunneopectus				LC				LC	LC			LC				LC				
829	Arborophila cambodiana				VU				VU	LC			LC				LC				
830	Arborophila campbelli								LC	LC			LC				LC				
831	Arborophila charltonii														VU		VU				
832	Arborophila chloropus				LC				LC	LC			LC	LC			LC				
833	Arborophila crudigularis				NT				NT				NT		LC		LC				
834	Arborophila davidi				EN				EN	NT			NT				NT			NT	
835	Arborophila gingica				VU				VU				NT				NT				
836	Arborophila graydoni														LC		LC	LC			
837	Arborophila hyperythra				LC				LC	LC			LC				LC				
838	Arborophila javanica				LC				LC	LC			LC				LC				
839	Arborophila mandellii				VU				VU				VU				VU				
840	Arborophila orientalis				VU				VU				VU				VU	VU			
841	Arborophila rolli								LC	LC			LC				LC				
