species	simulated_p_e_in_500_years
Pterodroma heraldica	0.10000000
Pterodroma hypoleuca	0.20000000
Pterodroma incerta	0.62000000
Pterodroma inexpectata	0.25000000
Pterodroma lessonii	0.17000000
Pterodroma leucoptera	0.49000000
Pterodroma longirostris	0.50000000
Pterodroma macroptera	0.12000000
Pterodroma madeira	0.71000000
Pterodroma magentae	0.74000000
Pterodroma mollis	0.27000000
Pterodroma neglecta	0.18000000
Pterodroma nigripennis	0.20000000
Pterodroma phaeopygia	0.80000000
Pterodroma pycrofti	0.43000000
Pterodroma sandwichensis	0.63000000
Pterodroma solandri	0.50000000
Pterodroma ultima	0.18000000
Pteroglossus aracari	0.25000000
Pteroglossus azara	0.24000000
Pteroglossus bailloni	0.31000000
Pteroglossus beauharnaisii	0.24000000
Pteroglossus bitorquatus	0.89000000
Pteroglossus castanotis	0.26000000
Pteroglossus erythropygius	0.24000000
Pteroglossus frantzii	0.21000000
Pteroglossus humboldti	0.30000000
Pteroglossus inscriptus	0.23000000
Pteroglossus pluricinctus	0.18000000
Pteroglossus sanguineus	0.25000000
Pteroglossus sturmii	0.34000000
Pteroglossus torquatus	0.27000000
Pteroglossus viridis	0.30000000
Pteronetta hartlaubii	0.19000000
Pterophanes cyanopterus	0.25000000
Pteroptochos castaneus	0.21000000
Pteroptochos megapodius	0.28000000
Pteroptochos tarnii	0.21000000
Pteruthius aenobarbus	0.30000000
Pteruthius aeralatus	0.22000000
Pteruthius flaviscapis	0.25000000
Pteruthius melanotis	0.22000000
Pteruthius rufiventer	0.24000000
Pteruthius xanthochlorus	0.22000000
Ptilinopus alligator	0.26000000
Ptilinopus arcanus	0.93000000
Ptilinopus aurantiifrons	0.21000000
Ptilinopus chalcurus	0.63000000
Ptilinopus chrysogaster	0.84000000
Ptilinopus cinctus	0.19000000
Ptilinopus coralensis	0.45000000
Ptilinopus coronulatus	0.20000000
Ptilinopus dohertyi	0.59000000
Ptilinopus dupetithouarsii	0.23000000
Ptilinopus eugeniae	0.45000000
Ptilinopus fasciatus	0.33000000
Ptilinopus gestroi	0.23000000
Ptilinopus granulifrons	0.63000000
Ptilinopus greyi	0.20000000
Ptilinopus hernsheimi	0.27000000
Ptilinopus huttoni	0.91000000
Ptilinopus hyogastrus	0.19000000
Ptilinopus insolitus	0.26000000
Ptilinopus insularis	0.62000000
Ptilinopus iozonus	0.26000000
Ptilinopus melanospilus	0.24000000
Ptilinopus monacha	0.41000000
Ptilinopus nainus	0.28000000
Ptilinopus ornatus	0.24000000
Ptilinopus pelewensis	0.25000000
Ptilinopus perlatus	0.28000000
Ptilinopus perousii	0.21000000
Ptilinopus ponapensis	0.25000000
Ptilinopus porphyraceus	0.25000000
Ptilinopus porphyreus	0.26000000
Ptilinopus pulchellus	0.19000000
Ptilinopus purpuratus	0.22000000
Ptilinopus rarotongensis	0.54000000
Ptilinopus regina	0.23000000
Ptilinopus richardsii	0.21000000
Ptilinopus rivoli	0.20000000
Ptilinopus roseicapilla	0.79000000
Ptilinopus solomonensis	0.28000000
Ptilinopus speciosus	0.26000000
Ptilinopus superbus	0.27000000
Ptilinopus tannensis	0.23000000
Ptilinopus temminckii	0.24000000
Ptilinopus viridis	0.25000000
Ptilinopus wallacii	0.32000000
Ptiliogonys caudatus	0.25000000
Ptiliogonys cinereus	0.23000000
Ptilocichla falcata	0.58000000
Ptilocichla leucogrammica	0.65000000
Ptilocichla mindanensis	0.18000000
Ptilonorhynchus violaceus	0.18000000
Ptilopachus nahani	0.57000000
Ptilopachus petrosus	0.25000000
Ptiloprora erythropleura	0.28000000
Ptiloprora guisei	0.25000000
Ptiloprora mayri	0.23000000
Ptiloprora meekiana	0.25000000
Ptiloprora perstriata	0.22000000
Ptiloprora plumbea	0.14000000
Ptilopsis granti	0.25000000
Ptilopsis leucotis	0.20000000
Ptilorrhoa caerulescens	0.23000000
Ptilorrhoa castanonota	0.24000000
Ptilorrhoa geislerorum	0.24000000
Ptilorrhoa leucosticta	0.27000000
Ptilostomus afer	0.32000000
Ptilotula flavescens	0.19000000
Ptilotula fusca	0.28000000
Ptilotula keartlandi	0.25000000
Ptilotula ornata	0.30000000
Ptilotula penicillata	0.23000000
Ptilotula plumula	0.18000000
Ptiloxena atroviolacea	0.25000000
Ptychoramphus aleuticus	0.43000000
Ptyonoprogne concolor	0.15000000
Ptyonoprogne fuligula	0.28000000
Ptyonoprogne obsoleta	0.25000000
Ptyonoprogne rufigula	0.18000000
Ptyonoprogne rupestris	0.27000000
Pucrasia macrolopha	0.16000000
Puffinus assimilis	0.13000000
Puffinus auricularis	0.75000000
Puffinus bailloni	0.11000000
Puffinus bannermani	0.63000000
Puffinus bryani	0.73000000
Puffinus elegans	0.17000000
Puffinus gavia	0.18000000
Puffinus heinrothi	0.40000000
Puffinus huttoni	0.57000000
Puffinus lherminieri	0.11000000
Puffinus mauretanicus	0.79000000
Puffinus myrtae	0.84000000
Puffinus nativitatis	0.16000000
Puffinus newelli	0.88000000
Puffinus opisthomelas	0.31000000
Puffinus persicus	0.19000000
Puffinus puffinus	0.18000000
Puffinus subalaris	0.19000000
Puffinus yelkouan	0.49000000
Pulsatrix koeniswaldiana	0.23000000
Pulsatrix melanota	0.17000000
Pulsatrix perspicillata	0.18000000
Purnella albifrons	0.27000000
Purpureicephalus spurius	0.22000000
Pycnonotus aurigaster	0.28000000
Pycnonotus barbatus	0.26000000
Pycnonotus bimaculatus	0.32000000
Pycnonotus blanfordi	0.25000000
Pycnonotus brunneus	0.20000000
Pycnonotus cafer	0.26000000
Pycnonotus capensis	0.22000000
Pycnonotus cinereifrons	0.27000000
Pycnonotus cyaniventris	0.29000000
Pycnonotus davisoni	0.21000000
Pycnonotus dispar	0.33000000
Pycnonotus erythropthalmos	0.25000000
Pycnonotus finlaysoni	0.23000000
Pycnonotus flavescens	0.26000000
Pycnonotus flaviventris	0.29000000
Pycnonotus goiavier	0.27000000
Pycnonotus gularis	0.34000000
Pycnonotus hualon	0.37000000
Pycnonotus jocosus	0.24000000
Pycnonotus leucogenys	0.28000000
Pycnonotus leucogrammicus	0.36000000
Pycnonotus leucops	0.19000000
Pycnonotus leucotis	0.19000000
Pycnonotus luteolus	0.24000000
Pycnonotus melanicterus	0.34000000
Pycnonotus montis	0.33000000
Pycnonotus nieuwenhuisii	0.40000000
Pycnonotus nigricans	0.31000000
Pycnonotus penicillatus	0.40000000
Pycnonotus plumosus	0.21000000
Pycnonotus simplex	0.20000000
Pycnonotus sinensis	0.22000000
Pycnonotus snouckaerti	0.56000000
Pycnonotus squamatus	0.30000000
Pycnonotus striatus	0.30000000
Pycnonotus taivanus	0.56000000
Pycnonotus tympanistrigus	0.41000000
Pycnonotus xantholaemus	0.58000000
Pycnonotus xanthopygos	0.26000000
Pycnonotus xanthorrhous	0.29000000
Pycnonotus zeylanicus	0.83000000
Pycnoptilus floccosus	0.25000000
Pycnopygius cinereus	0.28000000
Pycnopygius ixoides	0.34000000
Pycnopygius stictocephalus	0.28000000
Pygarrhichas albogularis	0.22000000
Pygiptila stellaris	0.22000000
Pygochelidon cyanoleuca	0.21000000
Pygochelidon melanoleuca	0.14000000
Pygoscelis adeliae	0.16000000
Pygoscelis antarcticus	0.18000000
Pygoscelis papua	0.15000000
Pyrenestes minor	0.20000000
Pyrenestes ostrinus	0.21000000
Pyrenestes sanguineus	0.25000000
Pyrgilauda blanfordi	0.26000000
Pyrgilauda davidiana	0.34000000
Pyrgilauda ruficollis	0.23000000
Pyrgilauda theresae	0.25000000
Pyriglena atra	0.78000000
Pyriglena leuconota	0.22000000
Pyriglena leucoptera	0.21000000
Pyrilia aurantiocephala	0.36000000
Pyrilia barrabandi	0.43000000
Pyrilia caica	0.42000000
Pyrilia haematotis	0.17000000
Pyrilia pulchra	0.21000000
Pyrilia pyrilia	0.44000000
Pyrilia vulturina	0.56000000
Pyrocephalus nanus	0.59000000
Pyrocephalus rubinus	0.26000000
Pyroderus scutatus	0.23000000
Pyrrhocorax graculus	0.23000000
Pyrrhocorax pyrrhocorax	0.21000000
Pyrrholaemus brunneus	0.21000000
Pyrrholaemus sagittatus	0.31000000
Pyrrhomyias cinnamomeus	0.26000000
Pyrrhoplectes epauletta	0.24000000
Pyrrhula aurantiaca	0.25000000
Pyrrhula erythaca	0.27000000
Pyrrhula erythrocephala	0.19000000
Pyrrhula leucogenis	0.23000000
Pyrrhula murina	0.65000000
Pyrrhula nipalensis	0.21000000
Pyrrhula pyrrhula	0.22000000
Pyrrhula waterstradti	0.65000000
Pyrrhulagra nigra	0.44000000
Pyrrhulagra portoricensis	0.26000000
Pyrrhulagra taylori	0.39000000
Pyrrhulagra violacea	0.18000000
Pyrrhura albipectus	0.54000000
Pyrrhura amazonum	0.77000000
Pyrrhura caeruleiceps	0.75000000
Pyrrhura calliptera	0.59000000
Pyrrhura cruentata	0.66000000
Pyrrhura devillei	0.36000000
Pyrrhura egregia	0.25000000
Pyrrhura eisenmanni	0.79000000
Pyrrhura emma	0.27000000
Pyrrhura frontalis	0.17000000
Pyrrhura griseipectus	0.75000000
Pyrrhura hoematotis	0.25000000
Pyrrhura hoffmanni	0.26000000
Pyrrhura lepida	0.57000000
Pyrrhura leucotis	0.69000000
Pyrrhura lucianii	0.22000000
Pyrrhura melanura	0.29000000
Pyrrhura molinae	0.23000000
Pyrrhura orcesi	0.78000000
Pyrrhura pacifica	0.18000000
Pyrrhura parvifrons	0.21000000
Pyrrhura perlata	0.57000000
Pyrrhura peruviana	0.17000000
Pyrrhura pfrimeri	0.85000000
Pyrrhura picta	0.28000000
Pyrrhura rhodocephala	0.27000000
Pyrrhura roseifrons	0.22000000
Pyrrhura rupicola	0.50000000
Pyrrhura snethlageae	0.61000000
Pyrrhura subandina	0.92000000
Pyrrhura viridicata	0.87000000
Pyrrhurus scandens	0.22000000
Pyrroglaux podargina	0.22000000
Pytilia afra	0.19000000
Pytilia hypogrammica	0.25000000
Pytilia lineata	0.26000000
Pytilia melba	0.21000000
Pytilia phoenicoptera	0.24000000
Quelea cardinalis	0.28000000
Quelea erythrops	0.18000000
Quelea quelea	0.31000000
Querula purpurata	0.26000000
Quiscalus lugubris	0.20000000
Quiscalus major	0.24000000
Quiscalus mexicanus	0.23000000
Quiscalus nicaraguensis	0.26000000
Quiscalus niger	0.26000000
Quiscalus quiscula	0.39000000
Quoyornis georgianus	0.20000000
Radjah radjah	0.26000000
Rallicula forbesi	0.22000000
Rallicula leucospila	0.47000000
Rallicula mayri	0.40000000
Rallicula rubra	0.21000000
Rallina canningi	0.30000000
Rallina eurizonoides	0.25000000
Rallina fasciata	0.30000000
Rallina tricolor	0.20000000
Rallus antarcticus	0.59000000
Rallus aquaticus	0.24000000
Rallus caerulescens	0.20000000
Rallus crepitans	0.20000000
Rallus elegans	0.41000000
Rallus indicus	0.26000000
Rallus limicola	0.26000000
Rallus longirostris	0.31000000
Rallus madagascariensis	0.64000000
Rallus obsoletus	0.50000000
Rallus semiplumbeus	0.80000000
Rallus tenuirostris	0.39000000
Rallus wetmorei	0.76000000
Ramphastos ambiguus	0.41000000
Ramphastos ariel	0.77000000
Ramphastos brevis	0.21000000
Ramphastos citreolaemus	0.23000000
Ramphastos culminatus	0.66000000
Ramphastos cuvieri	0.28000000
Ramphastos dicolorus	0.23000000
Ramphastos sulfuratus	0.18000000
Ramphastos toco	0.19000000
Ramphastos tucanus	0.62000000
Ramphastos vitellinus	0.56000000
Ramphiculus epius	0.27000000
Ramphiculus fischeri	0.18000000
Ramphiculus jambu	0.34000000
Ramphiculus leclancheri	0.24000000
Ramphiculus mangoliensis	0.45000000
Ramphiculus marchei	0.62000000
Ramphiculus meridionalis	0.61000000
Ramphiculus merrilli	0.43000000
Ramphiculus occipitalis	0.21000000
Ramphiculus subgularis	0.73000000
Ramphocaenus melanurus	0.25000000
Ramphocelus bresilius	0.25000000
Ramphocelus carbo	0.22000000
Ramphocelus costaricensis	0.25000000
Ramphocelus dimidiatus	0.16000000
Ramphocelus flammigerus	0.17000000
Ramphocelus icteronotus	0.27000000
Ramphocelus melanogaster	0.25000000
Ramphocelus nigrogularis	0.27000000
Ramphocelus passerinii	0.23000000
Ramphocelus sanguinolentus	0.24000000
Ramphocinclus brachyurus	0.80000000
Ramphocoris clotbey	0.19000000
Ramphodon naevius	0.37000000
Ramphomicron dorsale	0.82000000
Ramphomicron microrhynchum	0.28000000
Ramphotrigon fuscicauda	0.23000000
Ramphotrigon megacephalum	0.19000000
Ramphotrigon ruficauda	0.20000000
Ramsayornis fasciatus	0.26000000
Ramsayornis modestus	0.29000000
Randia pseudozosterops	0.15000000
Recurvirostra americana	0.23000000
Recurvirostra andina	0.31000000
Recurvirostra avosetta	0.24000000
Recurvirostra novaehollandiae	0.18000000
Regulus calendula	0.25000000
Regulus goodfellowi	0.27000000
Regulus ignicapilla	0.21000000
Regulus madeirensis	0.21000000
Regulus regulus	0.21000000
Regulus satrapa	0.24000000
Reinwardtoena browni	0.47000000
Reinwardtoena crassirostris	0.35000000
Reinwardtoena reinwardti	0.21000000
Remiz consobrinus	0.13000000
Remiz coronatus	0.24000000
Remiz macronyx	0.31000000
Remiz pendulinus	0.28000000
Rhabdornis grandis	0.16000000
Rhabdornis inornatus	0.22000000
Rhabdornis mystacalis	0.17000000
Rhabdornis rabori	0.54000000
Rhabdotorrhinus corrugatus	0.75000000
Rhabdotorrhinus exarhatus	0.55000000
Rhabdotorrhinus leucocephalus	0.39000000
Rhabdotorrhinus waldeni	0.89000000
Rhagologus leucostigma	0.29000000
Rhamphocharis crassirostris	0.21000000
Rhamphocharis piperata	0.21000000
Rhamphococcyx calyorhynchus	0.19000000
Rhaphidura leucopygialis	0.26000000
Rhaphidura sabini	0.35000000
Rhea americana	0.27000000
Rhea pennata	0.19000000
Rhea tarapacensis	0.23000000
Rhegmatorhina berlepschi	0.28000000
Rhegmatorhina cristata	0.24000000
Rhegmatorhina gymnops	0.59000000
Rhegmatorhina hoffmannsi	0.38000000
Rhegmatorhina melanosticta	0.29000000
Rheinardia ocellata	0.75000000
Rhinocrypta lanceolata	0.22000000
Rhinoplax vigil	0.71000000
Rhinopomastus aterrimus	0.24000000
Rhinopomastus castaneiceps	0.19000000
Rhinopomastus cyanomelas	0.18000000
Rhinopomastus minor	0.24000000
Rhinoptilus bitorquatus	0.92000000
Rhinoptilus chalcopterus	0.21000000
Rhinoptilus cinctus	0.27000000
Rhinortha chlorophaea	0.23000000
Rhipidura albicollis	0.23000000
Rhipidura albiscapa	0.31000000
Rhipidura albiventris	0.28000000
Rhipidura albogularis	0.29000000
Rhipidura albolimbata	0.30000000
Rhipidura assimilis	0.24000000
Rhipidura atra	0.26000000
Rhipidura aureola	0.20000000
Rhipidura bouruensis	0.29000000
Rhipidura brachyrhyncha	0.25000000
Rhipidura cinerea	0.21000000
Rhipidura cockerelli	0.22000000
Rhipidura coultasi	0.41000000
Rhipidura cyaniceps	0.20000000
Rhipidura dahli	0.30000000
Rhipidura dedemi	0.17000000
Rhipidura diluta	0.22000000
Rhipidura drownei	0.22000000
Rhipidura dryas	0.24000000
Rhipidura euryura	0.23000000
Rhipidura fuliginosa	0.24000000
Rhipidura fuscorufa	0.46000000
Rhipidura hoedti	0.23000000
Rhipidura hyperythra	0.24000000
Rhipidura isura	0.29000000
Rhipidura javanica	0.22000000
Rhipidura kordensis	0.28000000
Rhipidura kubaryi	0.21000000
Rhipidura layardi	0.22000000
Rhipidura lepida	0.24000000
Rhipidura leucophrys	0.26000000
Rhipidura leucothorax	0.21000000
Rhipidura maculipectus	0.21000000
Rhipidura malaitae	0.57000000
Rhipidura matthiae	0.41000000
Rhipidura melanolaema	0.27000000
Rhipidura nebulosa	0.27000000
Rhipidura nigritorquis	0.22000000
Rhipidura nigrocinnamomea	0.28000000
Rhipidura obiensis	0.17000000
Rhipidura ocularis	0.22000000
Rhipidura opistherythra	0.45000000
Rhipidura perlata	0.24000000
Rhipidura personata	0.32000000
Rhipidura phasiana	0.28000000
Rhipidura phoenicura	0.24000000
Rhipidura rennelliana	0.27000000
Rhipidura rufidorsa	0.25000000
Rhipidura rufifrons	0.25000000
Rhipidura rufilateralis	0.29000000
Rhipidura rufiventris	0.21000000
Rhipidura samarensis	0.31000000
Rhipidura sauli	0.61000000
Rhipidura semirubra	0.61000000
Rhipidura spilodera	0.26000000
Rhipidura superciliaris	0.25000000
Rhipidura superflua	0.24000000
Rhipidura tenebrosa	0.45000000
Rhipidura tenkatei	0.26000000
Rhipidura teysmanni	0.28000000
Rhipidura threnothorax	0.19000000
Rhipidura verreauxi	0.23000000
Rhizothera dulitensis	0.64000000
Rhizothera longirostris	0.36000000
Rhodinocichla rosea	0.21000000
Rhodonessa caryophyllacea	0.87000000
Rhodopechys alienus	0.18000000
Rhodopechys sanguineus	0.25000000
Rhodophoneus cruentus	0.27000000
Rhodopis vesper	0.28000000
Rhodospingus cruentus	0.28000000
Rhodospiza obsoleta	0.23000000
Rhodostethia rosea	0.22000000
Rhopias gularis	0.21000000
Rhopocichla atriceps	0.21000000
Rhopophilus albosuperciliaris	0.23000000
Rhopophilus pekinensis	0.23000000
Rhopornis ardesiacus	0.79000000
Rhopospina fruticeti	0.26000000
Rhynchocyclus aequinoctialis	0.14000000
Rhynchocyclus brevirostris	0.21000000
Rhynchocyclus fulvipectus	0.23000000
Rhynchocyclus olivaceus	0.18000000
Rhynchocyclus pacificus	0.27000000
Rhynchophanes mccownii	0.16000000
Rhynchopsitta pachyrhyncha	0.60000000
Rhynchopsitta terrisi	0.63000000
Rhynchortyx cinctus	0.24000000
Rhynchospiza stolzmanni	0.20000000
Rhynchospiza strigiceps	0.30000000
Rhynchostruthus louisae	0.43000000
Rhynchostruthus percivali	0.42000000
Rhynchostruthus socotranus	0.24000000
Rhynchotus maculicollis	0.16000000
Rhynchotus rufescens	0.13000000
Rhynochetos jubatus	0.66000000
Rhyticeros cassidix	0.56000000
Rhyticeros everetti	0.52000000
Rhyticeros narcondami	0.64000000
Rhyticeros plicatus	0.22000000
Rhyticeros subruficollis	0.47000000
Rhyticeros undulatus	0.48000000
Rhytipterna holerythra	0.21000000
Rhytipterna immunda	0.23000000
Rhytipterna simplex	0.21000000
Ridgwayia pinicola	0.23000000
Rigidipenna inexpectata	0.39000000
Rimator albostriatus	0.28000000
Rimator danjoui	0.50000000
Rimator malacoptilus	0.26000000
Rimator naungmungensis	0.59000000
Rimator pasquieri	0.76000000
Riparia chinensis	0.29000000
Riparia congica	0.29000000
Riparia cowani	0.22000000
Riparia diluta	0.18000000
Riparia paludicola	0.28000000
Riparia riparia	0.24000000
Rissa brevirostris	0.39000000
Rissa tridactyla	0.49000000
Robsonius rabori	0.75000000
Robsonius sorsogonensis	0.40000000
Robsonius thompsoni	0.16000000
Rollandia microptera	0.78000000
Rollandia rolland	0.25000000
Rollulus rouloul	0.44000000
Roraimia adusta	0.19000000
Rostratula australis	0.80000000
Rostratula benghalensis	0.32000000
Rostrhamus sociabilis	0.20000000
Rougetius rougetii	0.40000000
Rowettia goughensis	0.91000000
Rufirallus castaneiceps	0.24000000
Rufirallus viridis	0.20000000
Rukia longirostra	0.45000000
Rukia ruki	0.82000000
Rupicola peruvianus	0.34000000
Rupicola rupicola	0.21000000
Rupornis magnirostris	0.23000000
Rynchops albicollis	0.60000000
Rynchops flavirostris	0.35000000
Rynchops niger	0.18000000
Sagittarius serpentarius	0.49000000
Sakesphorus canadensis	0.26000000
Sakesphorus cristatus	0.23000000
Sakesphorus luctuosus	0.27000000
Sakesphorus pulchellus	0.22000000
Salpinctes obsoletus	0.31000000
Salpornis salvadori	0.20000000
Salpornis spilonota	0.16000000
Saltator albicollis	0.15000000
Saltator atriceps	0.19000000
Saltator atricollis	0.19000000
Saltator atripennis	0.26000000
Saltator aurantiirostris	0.20000000
Saltator cinctus	0.37000000
Saltator coerulescens	0.27000000
Saltator fuliginosus	0.28000000
Saltator grandis	0.23000000
Saltator grossus	0.28000000
Saltator maxillosus	0.25000000
Saltator maximus	0.32000000
Saltator multicolor	0.26000000
Saltator nigriceps	0.28000000
Saltator olivascens	0.23000000
Saltator orenocensis	0.26000000
Saltator similis	0.21000000
Saltator striatipectus	0.32000000
Salvadorina waigiuensis	0.59000000
Sapayoa aenigma	0.18000000
Sappho sparganurus	0.33000000
Sarcogyps calvus	0.73000000
Sarcophanops samarensis	0.55000000
Sarcophanops steerii	0.65000000
Sarcops calvus	0.30000000
Sarcoramphus papa	0.14000000
Sarkidiornis melanotos	0.22000000
Sarkidiornis sylvicola	0.26000000
Saroglossa spilopterus	0.29000000
Sarothrura affinis	0.27000000
Sarothrura ayresi	0.91000000
Sarothrura boehmi	0.18000000
Sarothrura elegans	0.24000000
Sarothrura insularis	0.24000000
Sarothrura lugens	0.21000000
Sarothrura pulchra	0.26000000
Sarothrura rufa	0.21000000
Sarothrura watersi	0.74000000
Sasia abnormis	0.25000000
Sasia ochracea	0.34000000
Satrapa icterophrys	0.25000000
Saundersilarus saundersi	0.54000000
Saxicola caprata	0.24000000
Saxicola dacotiae	0.42000000
Saxicola ferreus	0.22000000
Saxicola gutturalis	0.44000000
Saxicola insignis	0.70000000
Saxicola jerdoni	0.23000000
Saxicola leucurus	0.35000000
Saxicola macrorhynchus	0.54000000
Saxicola rubetra	0.23000000
Saxicola tectes	0.28000000
Saxicola torquatus	0.19000000
Saxicoloides fulicatus	0.26000000
Sayornis nigricans	0.17000000
Sayornis phoebe	0.26000000
Sayornis saya	0.19000000
Scelorchilus albicollis	0.22000000
Scelorchilus rubecula	0.24000000
Scenopoeetes dentirostris	0.14000000
Scepomycter winifredae	0.67000000
Schetba rufa	0.18000000
Schiffornis aenea	0.25000000
Schiffornis major	0.23000000
Schiffornis olivacea	0.25000000
Schiffornis stenorhyncha	0.18000000
Schiffornis turdina	0.19000000
Schiffornis veraepacis	0.27000000
Schiffornis virescens	0.26000000
Schistes albogularis	0.20000000
Schistes geoffroyi	0.25000000
Schistochlamys melanopis	0.20000000
Schistochlamys ruficapillus	0.24000000
Schistolais leontica	0.82000000
Schistolais leucopogon	0.21000000
Schoenicola brevirostris	0.31000000
Schoenicola platyurus	0.58000000
Schoeniophylax phryganophilus	0.24000000
Schoeniparus brunneus	0.22000000
Schoeniparus castaneceps	0.23000000
Schoeniparus cinereus	0.32000000
Schoeniparus dubius	0.24000000
Schoeniparus klossi	0.27000000
Schoeniparus rufogularis	0.29000000
Schoeniparus variegaticeps	0.63000000
Schoutedenapus myoptilus	0.21000000
Schoutedenapus schoutedeni	0.30000000
Sciaphylax castanea	0.28000000
Sciaphylax hemimelaena	0.20000000
Scissirostrum dubium	0.28000000
Sclateria naevia	0.22000000
Scleroptila afra	0.23000000
Scleroptila elgonensis	0.36000000
Scleroptila finschi	0.21000000
Scleroptila gutturalis	0.20000000
Scleroptila levaillantii	0.18000000
Scleroptila psilolaema	0.36000000
Scleroptila shelleyi	0.20000000
Scleroptila streptophora	0.36000000
Scleroptila whytei	0.24000000
Sclerurus albigularis	0.44000000
Sclerurus caudacutus	0.25000000
Sclerurus cearensis	0.60000000
Sclerurus guatemalensis	0.31000000
Sclerurus mexicanus	0.25000000
Sclerurus rufigularis	0.30000000
Sclerurus scansor	0.23000000
Scolopax bukidnonensis	0.26000000
Scolopax celebensis	0.37000000
Scolopax minor	0.27000000
Scolopax mira	0.59000000
Scolopax rochussenii	0.79000000
Scolopax rosenbergii	0.31000000
Scolopax rusticola	0.19000000
Scolopax saturata	0.48000000
Scopus umbretta	0.21000000
Scotocerca inquieta	0.14000000
Scotopelia bouvieri	0.19000000
Scotopelia peli	0.17000000
Scotopelia ussheri	0.54000000
Scytalopus acutirostris	0.21000000
Scytalopus affinis	0.17000000
Scytalopus altirostris	0.18000000
Scytalopus argentifrons	0.29000000
Scytalopus atratus	0.22000000
Scytalopus bolivianus	0.20000000
Scytalopus canus	0.79000000
Scytalopus caracae	0.22000000
Scytalopus chocoensis	0.31000000
Scytalopus diamantinensis	0.76000000
Scytalopus femoralis	0.26000000
Scytalopus fuscus	0.23000000
Scytalopus gettyae	0.37000000
Scytalopus gonzagai	0.77000000
Scytalopus griseicollis	0.30000000
Scytalopus iraiensis	0.83000000
Scytalopus latebricola	0.44000000
Scytalopus latrans	0.17000000
Scytalopus macropus	0.26000000
Scytalopus magellanicus	0.24000000
Scytalopus meridanus	0.17000000
Scytalopus micropterus	0.26000000
Scytalopus novacapitalis	0.74000000
Scytalopus opacus	0.28000000
Scytalopus pachecoi	0.20000000
Scytalopus panamensis	0.54000000
Scytalopus parkeri	0.25000000
Scytalopus parvirostris	0.18000000
Scytalopus perijanus	0.61000000
Scytalopus petrophilus	0.24000000
Scytalopus robbinsi	0.76000000
Scytalopus rodriguezi	0.77000000
Scytalopus sanctaemartae	0.23000000
Scytalopus schulenbergi	0.21000000
Scytalopus simonsi	0.13000000
Scytalopus speluncae	0.19000000
Scytalopus spillmanni	0.26000000
Scytalopus stilesi	0.22000000
Scytalopus superciliaris	0.27000000
Scytalopus unicolor	0.28000000
Scytalopus urubambae	0.22000000
Scytalopus vicinior	0.25000000
Scytalopus zimmeri	0.25000000
Scythrops novaehollandiae	0.25000000
Seiurus aurocapilla	0.13000000
Selasphorus ardens	0.71000000
Selasphorus calliope	0.26000000
Selasphorus flammula	0.19000000
Selasphorus platycercus	0.31000000
Selasphorus rufus	0.42000000
Selasphorus sasin	0.28000000
Selasphorus scintilla	0.27000000
Selenidera gouldii	0.21000000
Selenidera langsdorffii	0.24000000
Selenidera maculirostris	0.20000000
Selenidera nattereri	0.22000000
Selenidera piperivora	0.22000000
Selenidera reinwardtii	0.29000000
Selenidera spectabilis	0.21000000
Seleucidis melanoleucus	0.17000000
Semioptera wallacii	0.21000000
Semnornis frantzii	0.25000000
Semnornis ramphastinus	0.48000000
Sephanoides fernandensis	0.93000000
Sephanoides sephaniodes	0.21000000
Sericornis arfakianus	0.26000000
Sericornis beccarii	0.28000000
Sericornis citreogularis	0.29000000
Sericornis frontalis	0.25000000
Sericornis humilis	0.27000000
Sericornis keri	0.18000000
Sericornis magnirostra	0.23000000
Sericornis nouhuysi	0.28000000
Sericornis papuensis	0.17000000
Sericornis perspicillatus	0.16000000
Sericornis rufescens	0.13000000
Sericornis spilodera	0.26000000
Sericossypha albocristata	0.60000000
Sericulus ardens	0.17000000
Sericulus aureus	0.19000000
Sericulus bakeri	0.33000000
Sericulus chrysocephalus	0.20000000
Serilophus lunatus	0.24000000
Serilophus rubropygius	0.25000000
Serinus alario	0.16000000
Serinus canaria	0.32000000
Serinus canicollis	0.21000000
Serinus flavivertex	0.25000000
Serinus nigriceps	0.16000000
Serinus pusillus	0.25000000
Serinus serinus	0.32000000
Serinus syriacus	0.56000000
Serpophaga cinerea	0.24000000
Serpophaga griseicapilla	0.25000000
Serpophaga hypoleuca	0.27000000
Serpophaga nigricans	0.24000000
Serpophaga subcristata	0.22000000
Setopagis heterura	0.28000000
Setopagis maculosa	0.47000000
Setopagis parvula	0.24000000
Setopagis whitelyi	0.26000000
Setophaga adelaidae	0.16000000
Setophaga americana	0.34000000
Setophaga angelae	0.84000000
Setophaga auduboni	0.27000000
Setophaga caerulescens	0.19000000
Setophaga castanea	0.17000000
Setophaga cerulea	0.43000000
Setophaga chrysoparia	0.80000000
Setophaga citrina	0.20000000
Setophaga coronata	0.21000000
Setophaga delicata	0.28000000
Setophaga discolor	0.23000000
Setophaga dominica	0.22000000
Setophaga flavescens	0.44000000
Setophaga fusca	0.31000000
Setophaga graciae	0.16000000
Setophaga graysoni	0.36000000
Setophaga kirtlandii	0.31000000
Setophaga magnolia	0.23000000
Setophaga nigrescens	0.18000000
Setophaga occidentalis	0.24000000
Setophaga palmarum	0.26000000
Setophaga pensylvanica	0.30000000
Setophaga petechia	0.24000000
