species	rate_e_mean	rate_e_lower	rate_e_upper
Saccolaimus peli	0.00018075	0.00015451	0.00020707
Saccolaimus saccolaimus	0.00018916	0.00016238	0.00021676
Saccopteryx antioquensis	0.00605093	0.00588184	0.00622846
Saccopteryx bilineata	0.00021375	0.00018446	0.00024091
Saccopteryx canescens	0.00021998	0.00019067	0.00024755
Saccopteryx gymnura	0.00202824	0.00193582	0.00212304
Saccopteryx leptura	0.00018016	0.00015494	0.00020793
Saccostomus campestris	0.00019598	0.00016977	0.00022411
Saccostomus mearnsi	0.00021529	0.00018603	0.00024349
Saguinus bicolor	0.01162040	0.01133525	0.01190408
Saguinus fuscicollis	0.00012988	0.00010865	0.00015301
Saguinus geoffroyi	0.00078372	0.00072758	0.00083770
Saguinus imperator	0.00012754	0.00010706	0.00015143
Saguinus inustus	0.00014154	0.00011786	0.00016395
Saguinus labiatus	0.00013845	0.00011603	0.00016203
Saguinus leucopus	0.00364366	0.00351122	0.00376976
Saguinus martinsi	0.00073396	0.00068144	0.00078892
Saguinus melanoleucus	0.00013755	0.00011467	0.00016076
Saguinus midas	0.00015573	0.00013180	0.00018079
Saguinus mystax	0.00013152	0.00010893	0.00015410
Saguinus niger	0.00156185	0.00148248	0.00163828
Saguinus nigricollis	0.00093447	0.00087265	0.00099647
Saguinus oedipus	0.00901373	0.00878862	0.00925922
Saguinus tripartitus	0.00097112	0.00090880	0.00103196
Saiga tatarica	0.01701960	0.01665390	0.01741922
Saimiri boliviensis	0.00012556	0.00010260	0.00014679
Saimiri oerstedii	0.00133749	0.00126394	0.00141141
Saimiri sciureus	0.00012763	0.00010508	0.00014950
Saimiri ustus	0.00058301	0.00053600	0.00063099
Saimiri vanzolinii	0.00141164	0.00133458	0.00148677
Salanoia concolor	0.00229038	0.00219424	0.00238956
Salinomys delicatus	0.00199033	0.00189282	0.00207779
Salpingotulus michaelis	0.00206274	0.00196537	0.00215155
Salpingotus crassicauda	0.00023157	0.00020309	0.00026364
Salpingotus heptneri	0.00198924	0.00189426	0.00207789
Salpingotus kozlovi	0.00018895	0.00016224	0.00021589
Salpingotus pallidus	0.00212864	0.00203549	0.00222547
Santamartamys rufodorsalis	0.02219902	0.02168981	0.02265222
Sapajus apella	0.00011163	0.00009102	0.00013278
Sapajus cay	0.00009743	0.00007779	0.00011720
Sapajus flavius	0.00676308	0.00657694	0.00696280
Sapajus libidinosus	0.00049048	0.00044562	0.00053352
Sapajus macrocephalus	0.00010946	0.00008894	0.00013026
Sapajus nigritus	0.00051077	0.00046775	0.00055506
Sapajus robustus	0.00243426	0.00233332	0.00253925
Sapajus xanthosternos	0.00650124	0.00631174	0.00668959
Sarcophilus harrisii	0.00550162	0.00533746	0.00566401
Sauromys petrophilus	0.00015189	0.00012768	0.00017544
Saxatilomys paulinae	0.00199612	0.00190265	0.00208633
Scalopus aquaticus	0.00021350	0.00018367	0.00024221
Scapanulus oweni	0.00020044	0.00017302	0.00022812
Scapanus latimanus	0.00020661	0.00017925	0.00023531
Scapanus orarius	0.00021856	0.00018928	0.00024696
Scapanus townsendii	0.00020982	0.00018178	0.00023898
Scapteromys aquaticus	0.00020934	0.00018147	0.00023875
Scapteromys tumidus	0.00018917	0.00016257	0.00021638
Scaptochirus moschatus	0.00020659	0.00017853	0.00023444
Scaptonyx fusicaudus	0.00021348	0.00018653	0.00024282
Sciurillus pusillus	0.00019820	0.00017105	0.00022592
Sciurocheirus alleni	0.00020235	0.00017447	0.00023073
Sciurocheirus gabonensis	0.00016915	0.00014453	0.00019530
Sciurotamias davidianus	0.00019830	0.00017108	0.00022575
Sciurotamias forresti	0.00018001	0.00015365	0.00020628
Sciurus aberti	0.00014569	0.00012214	0.00016925
Sciurus aestuans	0.00017582	0.00014906	0.00020053
Sciurus alleni	0.00018230	0.00015578	0.00020797
Sciurus anomalus	0.00018515	0.00015963	0.00021327
Sciurus arizonensis	0.00173672	0.00164937	0.00181951
Sciurus aureogaster	0.00018500	0.00015911	0.00021177
Sciurus carolinensis	0.00015489	0.00013027	0.00017932
Sciurus colliaei	0.00017720	0.00015196	0.00020372
Sciurus deppei	0.00017810	0.00015239	0.00020339
Sciurus flammifer	0.00132304	0.00124724	0.00139215
Sciurus gilvigularis	0.00163302	0.00155005	0.00171444
Sciurus granatensis	0.00016318	0.00013917	0.00018849
Sciurus griseus	0.00017582	0.00014955	0.00020195
Sciurus ignitus	0.00019636	0.00016931	0.00022410
Sciurus igniventris	0.00017105	0.00014578	0.00019684
Sciurus lis	0.00016812	0.00014263	0.00019367
Sciurus nayaritensis	0.00015691	0.00013292	0.00018181
Sciurus niger	0.00020111	0.00017338	0.00022952
Sciurus oculatus	0.00018418	0.00015687	0.00020990
Sciurus pucheranii	0.00165183	0.00156748	0.00173415
Sciurus pyrrhinus	0.00171530	0.00162959	0.00179942
Sciurus richmondi	0.00099217	0.00093179	0.00105552
Sciurus sanborni	0.00193228	0.00183938	0.00202257
Sciurus spadiceus	0.00015871	0.00013440	0.00018380
Sciurus stramineus	0.00015897	0.00013408	0.00018313
Sciurus variegatoides	0.00014379	0.00012046	0.00016693
Sciurus vulgaris	0.00017207	0.00014767	0.00019916
Sciurus yucatanensis	0.00016185	0.00013659	0.00018681
Scleronycteris ega	0.00150845	0.00143344	0.00159151
Scolomys melanops	0.00020409	0.00017545	0.00023118
Scolomys ucayalensis	0.00022968	0.00019876	0.00025863
Scoteanax rueppellii	0.00015590	0.00013169	0.00018092
Scotinomys teguina	0.00019853	0.00017188	0.00022593
Scotinomys xerampelinus	0.00022358	0.00019550	0.00025333
Scotoecus albofuscus	0.00180337	0.00171625	0.00189084
Scotoecus hirundo	0.00015798	0.00013339	0.00018245
Scotoecus pallidus	0.00018926	0.00016312	0.00021600
Scotomanes ornatus	0.00019718	0.00017018	0.00022457
Scotonycteris ophiodon	0.00095024	0.00088696	0.00100786
Scotonycteris zenkeri	0.00021245	0.00018407	0.00024155
Scotophilus andrewreborii	0.00017839	0.00015160	0.00020383
Scotophilus borbonicus	0.00153085	0.00144978	0.00161136
Scotophilus celebensis	0.00154410	0.00146549	0.00162534
Scotophilus collinus	0.00014982	0.00012517	0.00017379
Scotophilus dinganii	0.00014776	0.00012495	0.00017250
Scotophilus ejetai	0.00019219	0.00016562	0.00021954
Scotophilus heathii	0.00015681	0.00013230	0.00018129
Scotophilus kuhlii	0.00014855	0.00012409	0.00017141
Scotophilus leucogaster	0.00017186	0.00014698	0.00019840
Scotophilus livingstonii	0.00016394	0.00013833	0.00018895
Scotophilus marovaza	0.00016310	0.00013772	0.00018764
Scotophilus nigrita	0.00014463	0.00012161	0.00016850
Scotophilus nucella	0.00155652	0.00147589	0.00163597
Scotophilus nux	0.00018906	0.00016207	0.00021589
Scotophilus robustus	0.00016020	0.00013560	0.00018564
Scotophilus tandrefana	0.00162446	0.00154216	0.00170454
Scotophilus trujilloi	0.00017392	0.00014811	0.00020010
Scotophilus viridis	0.00015825	0.00013368	0.00018311
Scotorepens balstoni	0.00018235	0.00015528	0.00020843
Scotorepens greyii	0.00015613	0.00013109	0.00017993
Scotorepens orion	0.00017714	0.00015117	0.00020328
Scotorepens sanborni	0.00020238	0.00017408	0.00022995
Scotozous dormeri	0.00017789	0.00015196	0.00020397
Scutisorex somereni	0.00019738	0.00017107	0.00022547
Scutisorex thori	0.00186257	0.00177029	0.00194978
Sekeetamys calurus	0.00018185	0.00015545	0.00020804
Selevinia betpakdalaensis	0.00214130	0.00204655	0.00223622
Semnopithecus ajax	0.00256068	0.00245881	0.00266944
Semnopithecus dussumieri	0.00011136	0.00009154	0.00013216
Semnopithecus entellus	0.00012448	0.00010191	0.00014676
Semnopithecus hector	0.00055473	0.00050892	0.00060285
Semnopithecus hypoleucos	0.00130951	0.00123880	0.00138290
Semnopithecus priam	0.00053468	0.00049168	0.00058195
Semnopithecus schistaceus	0.00010448	0.00008369	0.00012436
Setifer setosus	0.00017495	0.00014907	0.00020008
Setonix brachyurus	0.00206258	0.00197198	0.00215856
Sicista armenica	0.00623071	0.00604827	0.00640726
Sicista betulina	0.00020141	0.00017406	0.00022929
Sicista caucasica	0.00232974	0.00222859	0.00242656
Sicista caudata	0.00195657	0.00186469	0.00204690
Sicista concolor	0.00018341	0.00015666	0.00020900
Sicista kazbegica	0.00617354	0.00599520	0.00635376
Sicista kluchorica	0.00018349	0.00015708	0.00021058
Sicista loriger	0.00201765	0.00192196	0.00210483
Sicista napaea	0.00021047	0.00018267	0.00023897
Sicista pseudonapaea	0.00209147	0.00199928	0.00218468
Sicista severtzovi	0.00022689	0.00019869	0.00025687
Sicista strandi	0.00017483	0.00014856	0.00020060
Sicista subtilis	0.00020737	0.00018000	0.00023602
Sicista tianshanica	0.00020220	0.00017500	0.00023113
Sicista trizona	0.00529680	0.00513761	0.00545940
Sigmodon alleni	0.00234719	0.00224776	0.00244694
Sigmodon alstoni	0.00022949	0.00020039	0.00026064
Sigmodon arizonae	0.00019519	0.00016742	0.00022271
Sigmodon fulviventer	0.00019922	0.00017077	0.00022625
Sigmodon hirsutus	0.00018895	0.00016342	0.00021741
Sigmodon hispidus	0.00022954	0.00020044	0.00026021
Sigmodon inopinatus	0.00231998	0.00222006	0.00241412
Sigmodon leucotis	0.00021569	0.00018551	0.00024389
Sigmodon mascotensis	0.00019826	0.00017113	0.00022664
Sigmodon ochrognathus	0.00020460	0.00017625	0.00023181
Sigmodon peruanus	0.00020122	0.00017501	0.00023028
Sigmodon toltecus	0.00020626	0.00017831	0.00023526
Sigmodontomys alfari	0.00018917	0.00016240	0.00021558
Simias concolor	0.00787418	0.00766691	0.00809064
Sminthopsis archeri	0.00210295	0.00200869	0.00219623
Sminthopsis bindi	0.00109012	0.00102425	0.00115593
Sminthopsis butleri	0.00230512	0.00220468	0.00240094
Sminthopsis crassicaudata	0.00022064	0.00019145	0.00024960
Sminthopsis dolichura	0.00019031	0.00016473	0.00021811
Sminthopsis douglasi	0.00107519	0.00100646	0.00113890
Sminthopsis fuliginosus	0.00202226	0.00192523	0.00211257
Sminthopsis gilberti	0.00020361	0.00017625	0.00023214
Sminthopsis granulipes	0.00021480	0.00018617	0.00024431
Sminthopsis griseoventer	0.00020633	0.00017934	0.00023567
Sminthopsis hirtipes	0.00019953	0.00017212	0.00022727
Sminthopsis leucopus	0.00021035	0.00018202	0.00023854
Sminthopsis longicaudata	0.00020835	0.00018178	0.00023775
Sminthopsis macroura	0.00021048	0.00018169	0.00023915
Sminthopsis murina	0.00023161	0.00020303	0.00026164
Sminthopsis ooldea	0.00019344	0.00016664	0.00022083
Sminthopsis psammophila	0.00230330	0.00220295	0.00239784
Sminthopsis virginiae	0.00020828	0.00018017	0.00023685
Sminthopsis youngsoni	0.00020270	0.00017454	0.00023002
Smutsia gigantea	0.00382016	0.00369069	0.00395215
Smutsia temminckii	0.00170367	0.00161580	0.00178533
Solenodon paradoxus	0.00505382	0.00489831	0.00521024
Solisorex pearsoni	0.00630562	0.00612288	0.00648318
Solomys ponceleti	0.02217277	0.02171931	0.02266740
Solomys salamonis	0.00210601	0.00200923	0.00219702
Solomys salebrosus	0.00622438	0.00604493	0.00640217
Solomys sapientis	0.00628720	0.00610802	0.00646915
Sommeromys macrorhinos	0.00198241	0.00189398	0.00207541
Sooretamys angouya	0.00021262	0.00018356	0.00024031
Sorex alaskanus	0.00201560	0.00192259	0.00210695
Sorex alpinus	0.00107387	0.00100844	0.00113882
Sorex antinorii	0.00018845	0.00016229	0.00021569
Sorex araneus	0.00021442	0.00018705	0.00024288
Sorex arcticus	0.00019828	0.00017210	0.00022723
Sorex arizonae	0.00019932	0.00017274	0.00022755
Sorex asper	0.00019131	0.00016301	0.00021777
Sorex bairdi	0.00018615	0.00015859	0.00021312
Sorex bedfordiae	0.00022466	0.00019669	0.00025461
Sorex bendirii	0.00022986	0.00020105	0.00026027
Sorex buchariensis	0.00209505	0.00199778	0.00218622
Sorex caecutiens	0.00017702	0.00015049	0.00020307
Sorex camtschatica	0.00020234	0.00017507	0.00022998
Sorex cansulus	0.00204632	0.00195328	0.00214102
Sorex cinereus	0.00021240	0.00018461	0.00024150
Sorex coronatus	0.00021521	0.00018732	0.00024498
Sorex cylindricauda	0.00021350	0.00018520	0.00024190
Sorex daphaenodon	0.00022061	0.00019188	0.00024996
Sorex dispar	0.00018638	0.00016035	0.00021314
Sorex emarginatus	0.00022788	0.00020025	0.00025797
Sorex excelsus	0.00022031	0.00019117	0.00024932
Sorex fumeus	0.00020754	0.00018064	0.00023788
Sorex gracillimus	0.00021023	0.00018224	0.00023946
Sorex granarius	0.00021546	0.00018678	0.00024487
Sorex haydeni	0.00021652	0.00018717	0.00024500
Sorex hosonoi	0.00021466	0.00018734	0.00024345
Sorex hoyi	0.00021957	0.00019055	0.00024918
Sorex isodon	0.00022375	0.00019488	0.00025360
Sorex ixtlanensis	0.00202430	0.00193154	0.00211864
Sorex jacksoni	0.00023503	0.00020496	0.00026509
Sorex kozlovi	0.00207743	0.00198125	0.00216661
Sorex leucogaster	0.00198138	0.00189093	0.00207278
Sorex longirostris	0.00018420	0.00015767	0.00021053
Sorex lyelli	0.00017200	0.00014713	0.00019786
Sorex macrodon	0.00230521	0.00220784	0.00240498
Sorex maritimensis	0.00020555	0.00017721	0.00023379
Sorex mediopua	0.00022494	0.00019644	0.00025538
Sorex merriami	0.00022249	0.00019396	0.00025221
Sorex milleri	0.00234745	0.00224929	0.00245039
Sorex minutissimus	0.00021053	0.00018196	0.00023880
Sorex minutus	0.00020461	0.00017624	0.00023173
Sorex mirabilis	0.00205519	0.00196416	0.00215055
Sorex monticolus	0.00023693	0.00020681	0.00026789
Sorex nanus	0.00020522	0.00017788	0.00023369
Sorex neomexicanus	0.00208663	0.00199506	0.00218116
Sorex oreopolus	0.00019912	0.00017081	0.00022565
Sorex orizabae	0.00020150	0.00017500	0.00023052
Sorex ornatus	0.00020751	0.00018051	0.00023705
Sorex pacificus	0.00019863	0.00017062	0.00022584
Sorex palustris	0.00019110	0.00016414	0.00021836
Sorex planiceps	0.00019445	0.00016790	0.00022281
Sorex portenkoi	0.00203277	0.00194142	0.00212721
Sorex preblei	0.00020173	0.00017432	0.00023064
Sorex pribilofensis	0.00626680	0.00609363	0.00645294
Sorex raddei	0.00017580	0.00015023	0.00020190
Sorex roboratus	0.00023468	0.00020491	0.00026484
Sorex rohweri	0.00021372	0.00018473	0.00024119
Sorex samniticus	0.00023456	0.00020609	0.00026537
Sorex satunini	0.00021443	0.00018718	0.00024377
Sorex saussurei	0.00020126	0.00017498	0.00022938
Sorex sclateri	0.02299874	0.02249852	0.02347430
Sorex shinto	0.00022403	0.00019323	0.00025173
Sorex sinalis	0.00201643	0.00192653	0.00211501
Sorex sonomae	0.00021351	0.00018361	0.00024186
Sorex stizodon	0.02314366	0.02265932	0.02363668
Sorex tenellus	0.00023730	0.00020791	0.00026742
Sorex thibetanus	0.00198385	0.00188857	0.00207702
Sorex trowbridgii	0.00021948	0.00019059	0.00024773
Sorex tundrensis	0.00017091	0.00014567	0.00019664
Sorex ugyunak	0.00018893	0.00016236	0.00021585
Sorex unguiculatus	0.00020969	0.00018137	0.00023839
Sorex vagrans	0.00021448	0.00018607	0.00024336
Sorex ventralis	0.00022572	0.00019486	0.00025447
Sorex veraecrucis	0.00020136	0.00017325	0.00022886
Sorex veraepacis	0.00020743	0.00017914	0.00023590
Sorex volnuchini	0.00023286	0.00020478	0.00026380
Sorex yukonicus	0.00020231	0.00017433	0.00022985
Soricomys kalinga	0.00019915	0.00017179	0.00022646
Soricomys leonardocoi	0.00179537	0.00171072	0.00188141
Soricomys montanus	0.00019121	0.00016477	0.00021930
Soricomys musseri	0.00020946	0.00018121	0.00023859
Soriculus nigrescens	0.00018908	0.00016230	0.00021658
Sotalia fluviatilis	0.00092011	0.00086000	0.00098058
Sotalia guianensis	0.00047246	0.00043050	0.00051631
Sousa chinensis	0.00097077	0.00090910	0.00103296
Sousa plumbea	0.00544716	0.00528038	0.00561454
Sousa sahulensis	0.00203151	0.00194244	0.00212804
Sousa teuszii	0.00562149	0.00544102	0.00578758
Spalacopus cyanus	0.00019320	0.00016678	0.00022259
Spalax arenarius	0.00585253	0.00568737	0.00602938
Spalax giganteus	0.00017301	0.00014746	0.00019853
Spalax graecus	0.00099555	0.00093616	0.00105986
Spalax microphthalmus	0.00020352	0.00017538	0.00023145
Spalax uralensis	0.00098496	0.00092171	0.00104530
Spalax zemni	0.00232074	0.00221630	0.00241682
Speothos venaticus	0.00098622	0.00092208	0.00104794
Spermophilopsis leptodactylus	0.00019520	0.00016838	0.00022308
Spermophilus alashanicus	0.00020239	0.00017418	0.00022997
Spermophilus brevicauda	0.00021067	0.00018214	0.00023717
Spermophilus citellus	0.00227875	0.00218578	0.00237987
Spermophilus dauricus	0.00018990	0.00016291	0.00021693
Spermophilus erythrogenys	0.00020525	0.00017655	0.00023223
Spermophilus fulvus	0.00018310	0.00015581	0.00020888
Spermophilus major	0.00020157	0.00017362	0.00022930
Spermophilus musicus	0.00108983	0.00102429	0.00115712
Spermophilus pallidicauda	0.00019912	0.00017270	0.00022736
Spermophilus pygmaeus	0.00019547	0.00016901	0.00022400
Spermophilus ralli	0.00020270	0.00017562	0.00023218
Spermophilus relictus	0.00018833	0.00016206	0.00021538
Spermophilus suslicus	0.00104799	0.00098347	0.00111115
Spermophilus taurensis	0.00019615	0.00016892	0.00022332
Spermophilus xanthoprymnus	0.00103665	0.00097526	0.00110245
Sphaerias blanfordi	0.00017302	0.00014786	0.00019905
Sphaeronycteris toxophyllum	0.00016708	0.00014172	0.00019203
Spilocuscus kraemeri	0.00098727	0.00092413	0.00104798
Spilocuscus maculatus	0.00018709	0.00015953	0.00021345
Spilocuscus papuensis	0.00201710	0.00192687	0.00211209
Spilocuscus rufoniger	0.01531763	0.01494170	0.01565145
Spilocuscus wilsoni	0.01675345	0.01638151	0.01712389
Spilogale angustifrons	0.00014370	0.00012103	0.00016715
Spilogale gracilis	0.00020045	0.00017264	0.00022846
Spilogale putorius	0.00231914	0.00222542	0.00242272
Spilogale pygmaea	0.00201610	0.00192453	0.00210586
Srilankamys ohiensis	0.00226536	0.00217165	0.00236891
Steatomys bocagei	0.00019450	0.00016792	0.00022197
Steatomys caurinus	0.00022966	0.00020079	0.00025931
Steatomys cuppedius	0.00020846	0.00018047	0.00023593
Steatomys jacksoni	0.00215100	0.00205751	0.00224847
Steatomys krebsii	0.00018138	0.00015578	0.00020802
Steatomys opimus	0.00019415	0.00016793	0.00022230
Steatomys parvus	0.00020198	0.00017511	0.00023107
Steatomys pratensis	0.00022681	0.00019678	0.00025542
Stenella attenuata	0.00006807	0.00005163	0.00008412
Stenella clymene	0.00008126	0.00006462	0.00009969
Stenella coeruleoalba	0.00007098	0.00005451	0.00008731
Stenella frontalis	0.00009832	0.00007963	0.00011818
Stenella longirostris	0.00010449	0.00008425	0.00012385
Steno bredanensis	0.00007710	0.00006090	0.00009473
Stenocephalemys albipes	0.00020871	0.00018114	0.00023683
Stenocephalemys albocaudata	0.00018814	0.00016007	0.00021413
Stenocephalemys griseicauda	0.00019838	0.00017160	0.00022745
Stenocephalemys ruppi	0.00205912	0.00196274	0.00215235
Stenoderma rufum	0.00083878	0.00078164	0.00089708
Stochomys longicaudatus	0.00021244	0.00018380	0.00024034
Strigocuscus celebensis	0.00215146	0.00205852	0.00224748
Strigocuscus pelengensis	0.00020136	0.00017398	0.00022827
Sturnira aratathomasi	0.00016097	0.00013735	0.00018665
Sturnira bakeri	0.00018419	0.00015832	0.00021166
Sturnira bidens	0.00019049	0.00016384	0.00021788
Sturnira bogotensis	0.00015382	0.00013024	0.00017871
Sturnira burtonlimi	0.00186753	0.00178119	0.00195910
Sturnira erythromos	0.00015789	0.00013339	0.00018257
Sturnira hondurensis	0.00021555	0.00018779	0.00024501
Sturnira koopmanhilli	0.00167877	0.00159361	0.00175934
Sturnira lilium	0.00016783	0.00014188	0.00019272
Sturnira ludovici	0.00015994	0.00013516	0.00018498
Sturnira luisi	0.00016204	0.00013638	0.00018635
Sturnira magna	0.00016814	0.00014313	0.00019386
Sturnira mistratensis	0.00172714	0.00164088	0.00181091
Sturnira mordax	0.00016471	0.00014077	0.00019023
Sturnira nana	0.00501822	0.00486076	0.00517396
Sturnira oporaphilum	0.00017205	0.00014753	0.00019849
Sturnira parvidens	0.00019551	0.00016777	0.00022213
Sturnira perla	0.00173022	0.00164712	0.00181744
Sturnira sorianoi	0.00177626	0.00168952	0.00185887
Sturnira tildae	0.00016272	0.00013786	0.00018762
Styloctenium mindorensis	0.00422417	0.00408166	0.00436250
Styloctenium wallacei	0.00084355	0.00078560	0.00089978
Stylodipus andrewsi	0.00020948	0.00018335	0.00023925
Stylodipus sungorus	0.00020859	0.00018059	0.00023750
Stylodipus telum	0.00021545	0.00018683	0.00024474
Submyotodon latirostris	0.00020227	0.00017406	0.00022977
Suncus aequatorius	0.00616066	0.00598031	0.00633350
Suncus ater	0.00205260	0.00196005	0.00214940
Suncus dayi	0.00623329	0.00605578	0.00641552
Suncus etruscus	0.00018525	0.00015972	0.00021258
Suncus fellowesgordoni	0.00628285	0.00610768	0.00647230
Suncus hosei	0.00208106	0.00198558	0.00217402
Suncus hututsi	0.00207862	0.00198162	0.00217290
Suncus infinitesimus	0.00019350	0.00016638	0.00022143
Suncus lixus	0.00019128	0.00016523	0.00021910
Suncus malayanus	0.00021392	0.00018433	0.00024183
Suncus megalura	0.00020404	0.00017582	0.00023196
Suncus mertensi	0.00619534	0.00602191	0.00637797
Suncus montanus	0.00229133	0.00219104	0.00238759
Suncus murinus	0.00019112	0.00016260	0.00021679
Suncus remyi	0.00020146	0.00017443	0.00023046
Suncus stoliczkanus	0.00019747	0.00017059	0.00022580
Suncus varilla	0.00022586	0.00019742	0.00025575
Suncus zeylanicus	0.00598410	0.00581167	0.00615957
Sundamys infraluteus	0.00020940	0.00018054	0.00023711
Sundamys maxi	0.00236499	0.00226038	0.00246126
Sundamys muelleri	0.00016691	0.00014086	0.00019203
Sundasciurus brookei	0.00019750	0.00016968	0.00022511
Sundasciurus davensis	0.00177925	0.00169375	0.00186630
Sundasciurus fraterculus	0.00210547	0.00201308	0.00220153
Sundasciurus hippurus	0.00097803	0.00091820	0.00104067
Sundasciurus hoogstraali	0.00017500	0.00014887	0.00020176
Sundasciurus jentinki	0.00019918	0.00017262	0.00022782
Sundasciurus juvencus	0.00020022	0.00017326	0.00022746
Sundasciurus lowii	0.00017899	0.00015219	0.00020447
Sundasciurus mindanensis	0.00017277	0.00014823	0.00019977
Sundasciurus moellendorffi	0.00090246	0.00084555	0.00096595
Sundasciurus philippinensis	0.00019224	0.00016592	0.00021969
Sundasciurus rabori	0.00178666	0.00170090	0.00187331
Sundasciurus samarensis	0.00016573	0.00014007	0.00019027
Sundasciurus steerii	0.00019116	0.00016517	0.00021887
Sundasciurus tenuis	0.00017413	0.00014806	0.00019983
Surdisorex norae	0.00020064	0.00017259	0.00022832
Surdisorex polulus	0.00199713	0.00190882	0.00209345
Surdisorex schlitteri	0.00208994	0.00199421	0.00218424
Suricata suricatta	0.00018020	0.00015297	0.00020588
Sus ahoenobarbus	0.00076591	0.00071238	0.00082124
Sus barbatus	0.00190794	0.00181769	0.00199588
Sus cebifrons	0.01516340	0.01484457	0.01552827
Sus celebensis	0.00076707	0.00071194	0.00082283
Sus oliveri	0.00169985	0.00161417	0.00178166
Sus philippensis	0.00194496	0.00185290	0.00203206
Sus scrofa	0.00012842	0.00010666	0.00015146
Sus verrucosus	0.00500471	0.00484364	0.00515781
Syconycteris australis	0.00018922	0.00016222	0.00021548
Syconycteris carolinae	0.00209611	0.00200107	0.00219164
Syconycteris hobbit	0.00019342	0.00016692	0.00022132
Sylvicapra grimmia	0.00016876	0.00014365	0.00019448
Sylvilagus andinus	0.00180839	0.00172119	0.00189882
Sylvilagus aquaticus	0.00019222	0.00016629	0.00022009
Sylvilagus audubonii	0.00021664	0.00018894	0.00024702
Sylvilagus bachmani	0.00020551	0.00017778	0.00023432
Sylvilagus brasiliensis	0.00602442	0.00584800	0.00619729
Sylvilagus cognatus	0.00609617	0.00591296	0.00626686
Sylvilagus cunicularius	0.00020647	0.00017865	0.00023446
Sylvilagus dicei	0.00225225	0.00215777	0.00235257
Sylvilagus floridanus	0.00020633	0.00017733	0.00023373
Sylvilagus gabbi	0.00017313	0.00014864	0.00020022
Sylvilagus graysoni	0.00601918	0.00584787	0.00619668
Sylvilagus insonus	0.00193496	0.00184217	0.00202436
Sylvilagus mansuetus	0.02282143	0.02231912	0.02329387
Sylvilagus nuttallii	0.00021065	0.00018238	0.00023885
Sylvilagus obscurus	0.00099297	0.00092996	0.00105453
Sylvilagus palustris	0.00020928	0.00018180	0.00023860
Sylvilagus robustus	0.00228754	0.00218529	0.00238515
Sylvilagus transitionalis	0.00233042	0.00223182	0.00243097
Sylvilagus varynaensis	0.00193735	0.00184222	0.00202359
Sylvisorex akaibei	0.00198765	0.00189638	0.00208154
Sylvisorex camerunensis	0.00223792	0.00214040	0.00233499
Sylvisorex corbeti	0.00184046	0.00175342	0.00193017
Sylvisorex granti	0.00023186	0.00020181	0.00026160
Sylvisorex howelli	0.00021250	0.00018449	0.00024204
Sylvisorex isabellae	0.00232535	0.00222730	0.00242583
Sylvisorex johnstoni	0.00020045	0.00017323	0.00022956
Sylvisorex konganensis	0.00211359	0.00202114	0.00220959
Sylvisorex lunaris	0.00107762	0.00101153	0.00114274
Sylvisorex morio	0.00621296	0.00603051	0.00639053
Sylvisorex ollula	0.00018227	0.00015705	0.00020908
Sylvisorex oriundus	0.00202313	0.00193413	0.00211853
Sylvisorex pluvialis	0.00202591	0.00193112	0.00211736
Sylvisorex silvanorum	0.00210810	0.00201173	0.00219954
Sylvisorex vulcanorum	0.00022899	0.00019838	0.00025808
Symphalangus syndactylus	0.00172153	0.00164012	0.00180620
Synaptomys borealis	0.00020821	0.00018064	0.00023730
Synaptomys cooperi	0.00019351	0.00016623	0.00022105
Syncerus caffer	0.00055749	0.00051205	0.00060586
Syntheosciurus brochus	0.00173153	0.00164807	0.00181818
Tachyglossus aculeatus	0.00008506	0.00006737	0.00010369
Tachyoryctes macrocephalus	0.00564301	0.00548278	0.00581370
Tachyoryctes splendens	0.00019358	0.00016685	0.00022057
Tadarida aegyptiaca	0.00017385	0.00014907	0.00020088
Tadarida brasiliensis	0.00017316	0.00014620	0.00019768
Tadarida fulminans	0.00015262	0.00012876	0.00017672
Tadarida insignis	0.00169478	0.00161201	0.00178003
Tadarida latouchei	0.00169205	0.00160723	0.00177996
Tadarida lobata	0.00016792	0.00014282	0.00019342
Tadarida teniotis	0.00016094	0.00013552	0.00018548
Tadarida ventralis	0.00158450	0.00150351	0.00166626
Taeromys arcuatus	0.00022081	0.00019151	0.00024983
Taeromys callitrichus	0.00198342	0.00188871	0.00207287
Taeromys celebensis	0.00021146	0.00018315	0.00024109
Taeromys hamatus	0.00200874	0.00191650	0.00210191
Taeromys microbullatus	0.00201347	0.00192477	0.00211129
Taeromys punicans	0.00201462	0.00192176	0.00210622
Taeromys taerae	0.00225944	0.00215852	0.00235362
Talpa altaica	0.00020928	0.00018074	0.00023692
Talpa caeca	0.00021371	0.00018526	0.00024219
Talpa caucasica	0.00020115	0.00017293	0.00022957
Talpa davidiana	0.00198789	0.00189836	0.00208066
Talpa europaea	0.00018948	0.00016244	0.00021666
Talpa levantis	0.00021693	0.00018846	0.00024505
Talpa occidentalis	0.00020251	0.00017538	0.00023094
Talpa romana	0.00019832	0.00016973	0.00022493
Talpa stankovici	0.00019504	0.00016895	0.00022330
Tamandua mexicana	0.00014865	0.00012462	0.00017230
Tamandua tetradactyla	0.00016794	0.00014362	0.00019362
Tamias striatus	0.00021558	0.00018815	0.00024607
