species	2016	2008	1996	1994	2015	2002	1990	1988	1986	2004	2019	2000	2013	2006	1965	1992	2017	2003	2018	2014	1982	2007	2009	2010	2012	2011
Ochotona macrotis	LC	LC	LR/lc																							
Ochotona mantchurica	LC																									
Ochotona nubrica	LC	LC	LR/lc	I																						
Ochotona opaca	LC																									
Ochotona pallasii	LC																									
Ochotona princeps	LC	LC	LR/lc																							LC
Ochotona pusilla	LC	LC	VU	V																						
Ochotona roylei	LC	LC	LR/lc																							
Ochotona rufescens	LC	LC	LR/lc																							
Ochotona rutila	LC	LC	LR/lc																							
Ochotona syrinx	LC																									
Ochotona thibetana	LC	LC	LR/lc																							
Ochotona thomasi		LC	LR/nt	I							LC															
Ochotona turuchanensis	LC	LC																								
Ochrotomys nuttalli	LC	LC	LR/lc																							
Octodon bridgesi	VU	VU	LR/lc										VU													
Octodon degus	LC	LC	LR/lc										LC													
Octodon lunatus	NT	VU	LR/lc										NT											NT		
Octodon pacificus	CR	CR	VU										CR													
Octodontomys gliroides	LC	LC	LR/lc																							
Octomys mimax	LC	LC	LR/lc										LC													
Odobenus rosmarus	VU	DD	LR/lc																							
Odocoileus hemionus	LC	LC	LR/lc																							
Odocoileus virginianus	LC	LC	LR/lc																							
Oecomys auyantepui	LC	LC																								
Oecomys bicolor	LC	LC	LR/lc																							
Oecomys catherinae	LC	LC																								
Oecomys cleberi		DD	EN								DD															
Oecomys concolor	LC																									
Oecomys flavicans	LC	LC	LR/lc																							
Oecomys mamorae	LC	LC	LR/lc																							
Oecomys paricola		DD	LR/lc								DD															
Oecomys phaeotis	LC	LC	LR/lc																							
Oecomys rex	LC	LC	LR/lc																							
Oecomys roberti	LC	LC	LR/lc																							
Oecomys rutilus	LC	LC	LR/lc																							
Oecomys speciosus	LC	LC	LR/lc																							
Oecomys superans	LC	LC	LR/lc																							
Oecomys trinitatis	LC	LC	LR/lc																							
Oenomys hypoxanthus	LC	LC	DD							LC																
Oenomys ornatus		LC	LR/lc							DD	DD															
Okapia johnstoni		NT	LR/nt		EN								EN													
Olallamys albicauda	DD	DD	LR/nt																							
Olallamys edax	DD	DD	LR/nt																							
Oligoryzomys andinus	LC	LC	LR/lc																							
Oligoryzomys arenalis	LC	LC	LR/lc																							
Oligoryzomys brendae		DD									DD															
Oligoryzomys chacoensis	LC	LC	LR/lc																							
Oligoryzomys delticola	LC	LC	LR/lc																							
Oligoryzomys destructor	LC	LC	DD									DD														
Oligoryzomys eliurus	LC	LC	LR/lc																							
Oligoryzomys flavescens	LC	LC	LR/lc																							
Oligoryzomys fornesi	LC	LC																								
Oligoryzomys fulvescens	LC	LC	LR/lc																							
Oligoryzomys griseolus	LC	LC	LR/lc																							
Oligoryzomys longicaudatus	LC	LC	LR/lc																							
Oligoryzomys magellanicus	LC	LC	LR/lc																							
Oligoryzomys microtis	LC	LC	LR/lc																							
Oligoryzomys moojeni		DD									DD															
Oligoryzomys nigripes	LC	LC	LR/lc																							
Oligoryzomys rupestris		DD									DD															
Oligoryzomys stramineus		LC															LC									
Oligoryzomys vegetus	LC	LC	LR/nt																							
Ommatophoca rossii		LC	LR/lc		LC																					
Ondatra zibethicus	LC	LC	LR/lc																							
Onychogalea fraenata	VU	EN	EN	E			E	E	E												E					
Onychogalea unguifera	LC	LC	LR/lc																							
Onychomys arenicola	LC	LC	LR/lc																							
Onychomys leucogaster	LC	LC	LR/lc																							
Onychomys torridus	LC	LC	LR/lc																							
Orcaella brevirostris		VU	DD	K			K	K									EN									
Orcaella heinsohni		NT															VU									
Orcinus orca		DD	LR/cd	K									DD				DD									
Oreamnos americanus		LC	LR/lc																							
Oreoryzomys balneator		DD	LR/lc								DD															
Oreotragus oreotragus	LC	LC	LR/cd																							
Ornithorhynchus anatinus	NT	LC	LR/lc																							
Orthogeomys cavator	LC	LC	LR/lc																							
Orthogeomys cuniculus		DD	CR																							
Orthogeomys grandis	LC	LC	LR/lc																							
Orthogeomys heterodus	LC	LC	VU									LR/nt														
Orthogeomys hispidus	LC	LC	LR/lc																							
Orthogeomys underwoodi	LC	LC	LR/lc																							
Orycteropus afer		LC	LR/lc		LC									LC				LC								
Oryctolagus cuniculus		NT	LR/lc																							
Oryx beisa		NT	LR/cd																EN							
Oryx gazella	LC	LC	LR/cd																							
Oryx leucoryx		EN	EN	E			E	E	E								VU	EN								VU
Oryzomys couesi	LC	LC	LR/lc																							
Oryzomys dimidiatus		LC	LR/nt								DD															
Oryzomys gorgasi																	EN									
Oryzomys palustris	LC	LC	LR/lc																							
Oryzorictes hova	LC	LC	LR/lc		LC									LC												
Oryzorictes tetradactylus	DD	DD	LR/lc		DD									DD												
Osgoodomys banderanus		LC	LR/lc														LC									
Otaria byronia	LC	LC	LR/lc																	LC						
Otocolobus manul	NT	NT	LR/lc	K	NT	NT																				
Otocyon megalotis		LC	LR/lc							LC										LC						
Otolemur crassicaudatus		LC	LR/lc					nt				LR/lc														
Otolemur garnettii		LC	LR/nt					nt				LR/lc														
Otomops formosus	DD	DD	VU	K			K	K																		
Otomops harrisoni																	VU									
Otomops johnstonei	DD	DD	VU																							
Otomops madagascariensis		LC															LC									
Otomops martiensseni		NT	VU							NT							NT									
Otomops papuensis		DD	VU																							
Otomops secundus		DD	VU																							
Otomops wroughtoni	DD	DD	CR	V								CR														
Otomys anchietae	LC	LC	LR/nt							LC																
Otomys angoniensis	LC	LC	LR/lc							LC																
Otomys auratus																	NT									
Otomys barbouri		EN								EN							EN									
Otomys burtoni		EN								VU																
Otomys cuanzensis	LC	LC								LC																
Otomys dartmouthi										VU	DD															
Otomys denti	LC	LC	LR/nt							NT																
Otomys irroratus																	LC									
Otomys karoensis																	LC									
Otomys lacustris		VU								NT																
Otomys laminatus		LC	LR/lc							LC	NT							LC								
Otomys occidentalis		VU	EN							VU																
Otomys sloggetti	LC	LC	LR/nt							LC							LC									
Otomys tropicalis	LC	LC	LR/lc							LC																
Otomys typus		LC	LR/nt							LC																
Otomys unisulcatus	LC	LC	LR/lc							LC								LC								
Otonycteris hemprichii																	LC									
Otonycteris leucophaea																	DD									
Otonyctomys hatti	LC	LC	LR/lc																							
Otopteropus cartilagonodus		LC	VU	I			K	K																		
Otospermophilus beecheyi	LC	LC	LR/lc																							
Otospermophilus variegatus	LC	LC	LR/lc																							
Ototylomys phyllotis	LC	LC	LR/lc																							
Ourebia ourebi	LC	LC	LR/cd																							
Ovibos moschatus		LC	LR/lc																							
Ovis ammon		NT	VU					I																		
Ovis canadensis		LC	LR/cd																							
Ovis dalli		LC										LR/lc														
Ovis nivicola		LC	LR/cd																							
Ovis orientalis		VU	VU																							
Oxymycterus amazonicus		LC															LC									
Oxymycterus angularis	LC	LC	LR/lc																							
Oxymycterus caparoae		LC															LC									
Oxymycterus dasytrichus	LC	LC																								
Oxymycterus delator	LC	LC	LR/lc																							
Oxymycterus hiska	LC	LC	VU																							
Oxymycterus hispidus	LC	LC	LR/lc																							
Oxymycterus hucucha		EN	VU								EN															
Oxymycterus inca	LC	LC	LR/lc																							
Oxymycterus josei		EN									NT															
Oxymycterus nasutus	LC	LC	LR/lc																							
Oxymycterus paramensis																	LC									
Oxymycterus quaestor	LC	LC																								
Oxymycterus roberti	LC	LC	LR/lc																							
Oxymycterus rufus	LC	LC	LR/lc																							
Oxymycterus wayku																	VU									
Ozimops loriae											DD						DD									
Ozimops petersi											LC						LC									
Ozotoceros bezoarticus	NT	NT	LR/nt	K		NT																				
Pachyuromys duprasi	LC	LC	LR/lc							LC																
Pagophilus groenlandicus		LC	LR/lc		LC																					
Paguma larvata	LC	LC	LR/lc																							
Palawanomys furvus	LC	DD	EN																							
Pan paniscus	EN	EN	EN	V			V	V	V			EN										EN				
Pan troglodytes	EN	EN	EN	V			V	V	V			EN										EN				
Panthera leo	VU	VU	VU		VU	VU				VU															VU	
Panthera onca		NT	LR/nt			NT	V	V	V								NT				V					
Panthera pardus	VU	NT	LR/lc			LC	T	T	V																	
Panthera tigris		EN	EN	E	EN	EN	E	E	E															EN		EN
Panthera uncia		EN	EN	E		EN	E	E	E								VU									
Pantholops hodgsonii	NT	EN	VU									EN						EN								
Papagomys armandvillei		NT	VU														NT									
Papio anubis		LC	LR/lc									LR/lc														
Papio cynocephalus	LC																									
Papio hamadryas		LC	LR/nt				R	R																		
Papio kindae	LC	LC																								
Papio papio		NT	LR/nt	K				nt																		
Papio ursinus		LC	LR/lc					nt				LR/lc														
Pappogeomys bulleri	LC																									
Paracrocidura graueri	DD	DD	CR	K			K			DD																
Paracrocidura maxima		NT	LR/lc	K			K			NT	LC															
Paracrocidura schoutedeni	LC	LC	LR/lc							LC																
Paracynictis selousi	LC	LC	LR/lc																							
Paradipus ctenodactylus	LC	LC	LR/lc																							
Paradoxurus hermaphroditus	LC	LC	LR/lc																							
Paradoxurus jerdoni	LC	LC	VU	V			I	I				VU														
Paradoxurus zeylonensis	LC	VU	LR/lc																							
Paraechinus aethiopicus	LC	LC	LR/lc		LC																					
Paraechinus hypomelas	LC	LC	LR/lc																							
Paraechinus micropus	LC	LC	LR/lc																							
Paraechinus nudiventris		LC	LR/lc									VU					LC									
Parahyaena brunnea		NT	LR/lc	V	NT		V	V	V			LR/nt														
Parahydromys asper	LC	LC	LR/lc																							
Paraleptomys rufilatus	EN	EN	LR/lc																							
Paraleptomys wilhelmina	DD	DD	VU																							
Paramelomys gressitti	EN	EN																								
Paramelomys levipes	LC	DD	LR/lc																					LC		
Paramelomys lorentzii	LC	LC	LR/lc																							
Paramelomys mollis	LC	LC	LR/lc																							
Paramelomys moncktoni	LC	LC	LR/lc																							
Paramelomys naso	LC	LC																								
Paramelomys platyops	LC	LC	LR/lc																							
Paramelomys rubex	LC	LC	LR/lc																							
Paramelomys steini		DD															DD									
Parantechinus apicalis	EN	EN	EN	E			I	I	I												I					
Paranyctimene raptor		LC	LR/nt	R																						
Paranyctimene tenax		LC																								
Parascalops breweri	LC	LC	LR/lc																							
Parascaptor leucura	LC	LC	LR/lc																							
Parastrellus hesperus		LC	LR/lc								LC															
Paratriaenops auritus		VU										DD					VU									
Paratriaenops furculus																	LC									
Paratriaenops pauliani																	DD									
Paraxerus alexandri	LC	LC	LR/nt							LC																
Paraxerus boehmi	LC	LC	LR/lc							LC																
Paraxerus cepapi	LC	LC	LR/lc							LC																
Paraxerus cooperi		DD	VU							DD							DD									
Paraxerus flavovittis	LC	LC	LR/lc							DD																
Paraxerus lucifer	DD	DD	LR/lc							DD																
Paraxerus ochraceus	LC	LC	LR/lc							LC																
Paraxerus palliatus	LC	LC	VU							LC																
Paraxerus poensis	LC	LC	LR/lc							LC																
Paraxerus vexillarius		NT	VU	R						VU																
Paraxerus vincenti	EN	EN	VU							CR																
Pardofelis marmorata	NT	VU	DD	K	NT	VU	I	I	I																	
Paremballonura atrata		LC	VU														LC									
Paremballonura tiavato		LC															LC									
Parotomys brantsii	LC	LC	LR/lc							LC																
Parotomys littledalei	LC	LC	LR/lc							LC																
Paruromys dominator	LC	LC	LR/lc																							
Pattonomys carrikeri	DD																									
