species	current_status
Phyllotis limatus	LC
Phyllotis magister	LC
Phyllotis osgoodi	DD
Phyllotis osilae	LC
Phyllotis wolffsohni	LC
Phyllotis xanthopygus	LC
Physeter macrocephalus	VU
Physeter macrocephalus	VU
Piliocolobus badius	EN
Piliocolobus bouvieri	CR
Piliocolobus epieni	CR
Piliocolobus gordonorum	EN
Piliocolobus kirkii	EN
Piliocolobus oustaleti	LC
Piliocolobus pennantii	EN
Piliocolobus preussi	CR
Piliocolobus rufomitratus	EN
Piliocolobus temminckii	EN
Piliocolobus tephrosceles	EN
Piliocolobus tholloni	NT
Piliocolobus waldroni	CR
Pipistrellus abramus	LC
Pipistrellus adamsi	LC
Pipistrellus aero	DD
Pipistrellus alaschanicus	LC
Pipistrellus anchietae	LC
Pipistrellus angulatus	LC
Pipistrellus arabicus	DD
Pipistrellus ariel	DD
Pipistrellus cadornae	LC
Pipistrellus ceylonicus	LC
Pipistrellus collinus	LC
Pipistrellus coromandra	LC
Pipistrellus crassulus	LC
Pipistrellus eisentrauti	DD
Pipistrellus endoi	EN
Pipistrellus grandidieri	DD
Pipistrellus hanaki	DD
Pipistrellus hesperidus	LC
Pipistrellus imbricatus	LC
Pipistrellus inexspectatus	DD
Pipistrellus javanicus	LC
Pipistrellus kuhlii	LC
Pipistrellus maderensis	VU
Pipistrellus minahassae	DD
Pipistrellus musciculus	DD
Pipistrellus nanulus	LC
Pipistrellus nathusii	LC
Pipistrellus papuanus	LC
Pipistrellus paterculus	LC
Pipistrellus permixtus	DD
Pipistrellus pipistrellus	LC
Pipistrellus pulveratus	LC
Pipistrellus pygmaeus	LC
Pipistrellus raceyi	DD
Pipistrellus rueppellii	LC
Pipistrellus rusticus	LC
Pipistrellus stenopterus	LC
Pipistrellus sturdeei	DD
Pipistrellus tenuis	LC
Pipistrellus wattsi	LC
Pipistrellus westralis	LC
Pithecheir melanurus	VU
Pithecheir parvus	DD
Pithecheirops otion	DD
Pithecia aequatorialis	LC
Pithecia albicans	LC
Pithecia cazuzai	DD
Pithecia chrysocephala	LC
Pithecia hirsuta	DD
Pithecia inusta	LC
Pithecia isabela	DD
Pithecia milleri	DD
Pithecia monachus	LC
Pithecia napensis	LC
Pithecia pissinattii	DD
Pithecia pithecia	LC
Pithecia vanzolinii	DD
Plagiodontia aedium	EN
Planigale gilesi	LC
Planigale ingrami	LC
Planigale maculata	LC
Planigale novaeguineae	LC
Planigale tenuirostris	LC
Platacanthomys lasiurus	VU
Platalina genovensium	NT
Platanista gangetica	EN
Platymops setiger	LC
Platyrrhinus albericoi	LC
Platyrrhinus angustirostris	LC
Platyrrhinus aquilus	DD
Platyrrhinus aurarius	LC
Platyrrhinus brachycephalus	LC
Platyrrhinus chocoensis	VU
Platyrrhinus dorsalis	LC
Platyrrhinus fusciventris	LC
Platyrrhinus helleri	LC
Platyrrhinus incarum	LC
Platyrrhinus infuscus	LC
Platyrrhinus ismaeli	NT
Platyrrhinus lineatus	LC
Platyrrhinus masu	LC
Platyrrhinus matapalensis	NT
Platyrrhinus nigellus	LC
Platyrrhinus nitelinea	DD
Platyrrhinus recifinus	LC
Platyrrhinus umbratus	DD
Platyrrhinus vittatus	LC
Plecotus auritus	LC
Plecotus austriacus	LC
Plecotus balensis	DD
Plecotus christii	DD
Plecotus kolombatovici	LC
Plecotus macrobullaris	LC
Plecotus ognevi	LC
Plecotus sacrimontis	LC
Plecotus sardus	VU
Plecotus taivanus	NT
Plecotus teneriffae	VU
Plecturocebus aureipalatii	LC
Plecturocebus baptista	LC
Plecturocebus bernhardi	LC
Plecturocebus brunneus	LC
Plecturocebus caligatus	LC
Plecturocebus caquetensis	CR
Plecturocebus cinerascens	LC
Plecturocebus cupreus	LC
Plecturocebus discolor	LC
Plecturocebus donacophilus	LC
Plecturocebus dubius	LC
Plecturocebus hoffmannsi	LC
Plecturocebus modestus	EN
Plecturocebus moloch	LC
Plecturocebus oenanthe	CR
Plecturocebus olallae	EN
Plecturocebus ornatus	VU
Plecturocebus pallescens	LC
Plecturocebus stephennashi	DD
Plecturocebus vieirai	DD
Plerotes anchietae	DD
Podogymnura aureospinula	EN
Podogymnura truei	LC
Podomys floridanus	NT
Podoxymys roraimae	VU
Poecilogale albinucha	LC
Poelagus marjorita	LC
Pogonomelomys brassi	LC
Pogonomelomys bruijnii	LC
Pogonomelomys mayeri	LC
Pogonomys championi	DD
Pogonomys fergussoniensis	EN
Pogonomys loriae	LC
Pogonomys macrourus	LC
Pogonomys sylvestris	LC
Poiana leightoni	VU
Poiana richardsonii	LC
Poliocitellus franklinii	LC
Pongo abelii	CR
Pongo pygmaeus	CR
Pongo tapanuliensis	CR
Pontoporia blainvillei	VU
Pontoporia blainvillei	VU
Porcula salvania	CR
Potamochoerus larvatus	LC
Potamochoerus porcus	LC
Potamogale velox	LC
Potorous gilbertii	CR
Potorous longipes	VU
Potorous tridactylus	NT
Potos flavus	LC
Praomys coetzeei	DD
Praomys daltoni	LC
Praomys degraaffi	VU
Praomys delectorum	LC
Praomys derooi	LC
Praomys hartwigi	VU
Praomys jacksoni	LC
Praomys lukolelae	LC
Praomys minor	LC
Praomys misonnei	LC
Praomys morio	EN
Praomys mutoni	NT
Praomys obscurus	EN
Praomys petteri	LC
Praomys rostratus	LC
Praomys tullbergi	LC
Praomys verschureni	DD
Presbytis chrysomelas	CR
Presbytis comata	EN
Presbytis femoralis	NT
Presbytis frontata	VU
Presbytis hosei	VU
Presbytis melalophos	EN
Presbytis natunae	VU
Presbytis potenziani	EN
Presbytis rubicunda	LC
Presbytis siamensis	NT
Presbytis thomasi	VU
Priodontes maximus	VU
Prionailurus bengalensis	LC
Prionailurus planiceps	EN
Prionailurus rubiginosus	NT
Prionailurus viverrinus	VU
Prionodon linsang	LC
Prionodon pardicolor	LC
Prionomys batesi	DD
Procapra gutturosa	LC
Procapra picticaudata	NT
Procapra przewalskii	EN
Procavia capensis	LC
Procolobus verus	VU
Procyon cancrivorus	LC
Procyon lotor	LC
Procyon pygmaeus	CR
Proechimys brevicauda	LC
Proechimys canicollis	LC
Proechimys chrysaeolus	DD
Proechimys cuvieri	LC
Proechimys decumanus	NT
Proechimys echinothrix	LC
Proechimys gardneri	DD
Proechimys goeldii	LC
Proechimys guairae	LC
Proechimys guyannensis	LC
Proechimys hoplomyoides	DD
Proechimys kulinae	DD
Proechimys longicaudatus	LC
Proechimys mincae	DD
Proechimys oconnelli	DD
Proechimys pattoni	LC
Proechimys quadruplicatus	LC
Proechimys roberti	LC
Proechimys semispinosus	LC
Proechimys simonsi	LC
Proechimys steerei	LC
Proechimys trinitatis	DD
Proedromys bedfordi	VU
Proedromys liangshanensis	DD
Prolemur simus	CR
Prometheomys schaposchnikowi	LC
Promops centralis	LC
Promops davisoni	DD
Promops nasutus	LC
Pronolagus crassicaudatus	LC
Pronolagus randensis	LC
Pronolagus rupestris	LC
Pronolagus saundersiae	LC
Propithecus candidus	CR
Propithecus coquereli	EN
Propithecus coronatus	EN
Propithecus deckenii	EN
Propithecus diadema	CR
Propithecus edwardsi	EN
Propithecus perrieri	CR
Propithecus tattersalli	CR
Propithecus verreauxi	EN
Prosciurillus abstrusus	DD
Prosciurillus leucomus	DD
Prosciurillus murinus	LC
Prosciurillus rosenbergii	LC
Prosciurillus weberi	EN
Proteles cristata	LC
Protochromys fellowsi	LC
Protoxerus aubinnii	NT
Protoxerus stangeri	LC
Psammomys obesus	LC
Psammomys vexillaris	DD
Pseudantechinus bilarni	LC
Pseudantechinus macdonnellensis	LC
Pseudantechinus mimulus	NT
Pseudantechinus ningbing	LC
Pseudantechinus roryi	LC
Pseudantechinus woolleyae	LC
Pseudoberylmys muongbangensis	DD
Pseudocheirus occidentalis	CR
Pseudocheirus peregrinus	LC
Pseudochirops albertisii	NT
Pseudochirops archeri	NT
Pseudochirops corinnae	NT
Pseudochirops coronatus	VU
Pseudochirops cupreus	LC
Pseudochirulus canescens	LC
Pseudochirulus caroli	LC
Pseudochirulus cinereus	NT
Pseudochirulus forbesi	LC
Pseudochirulus herbertensis	LC
Pseudochirulus larvatus	LC
Pseudochirulus mayeri	LC
Pseudochirulus schlegeli	VU
Pseudohydromys berniceae	LC
Pseudohydromys carlae	DD
Pseudohydromys eleanorae	DD
Pseudohydromys ellermani	LC
Pseudohydromys fuscus	LC
Pseudohydromys germani	DD
Pseudohydromys murinus	LC
Pseudohydromys musseri	DD
Pseudohydromys occidentalis	DD
Pseudohydromys patriciae	DD
Pseudohydromys pumehanae	DD
Pseudohydromys sandrae	DD
Pseudois nayaur	LC
Pseudomys albocinereus	LC
Pseudomys apodemoides	LC
Pseudomys australis	VU
Pseudomys bolami	LC
Pseudomys calabyi	VU
Pseudomys chapmani	LC
Pseudomys delicatulus	LC
Pseudomys desertor	LC
Pseudomys fieldi	VU
Pseudomys fumeus	VU
Pseudomys gracilicaudatus	LC
Pseudomys hermannsburgensis	LC
Pseudomys higginsi	LC
Pseudomys johnsoni	LC
Pseudomys nanus	LC
Pseudomys novaehollandiae	VU
Pseudomys occidentalis	NT
Pseudomys oralis	VU
Pseudomys patrius	LC
Pseudomys pilligaensis	DD
Pseudomys shortridgei	NT
Pseudorca crassidens	NT
Pseudoryx nghetinhensis	CR
Pseudoryzomys simplex	LC
Ptenochirus jagori	LC
Ptenochirus minor	LC
Pteralopex anceps	EN
Pteralopex atrata	EN
Pteralopex flanneryi	CR
Pteralopex pulchra	CR
Pteralopex taki	VU
Pteromys momonga	LC
Pteromys volans	LC
Pteromyscus pulverulentus	EN
Pteronotus davyi	LC
Pteronotus gymnonotus	LC
Pteronotus macleayii	LC
Pteronotus mesoamericanus	LC
Pteronotus paraguanensis	EN
Pteronotus parnellii	LC
Pteronotus personatus	LC
Pteronotus quadridens	LC
Pteronotus rubiginosus	LC
Pteronura brasiliensis	EN
Pteropus admiralitatum	LC
Pteropus aldabrensis	VU
Pteropus alecto	LC
Pteropus anetianus	VU
Pteropus aruensis	CR
Pteropus caniceps	VU
Pteropus capistratus	NT
Pteropus chrysoproctus	VU
Pteropus cognatus	VU
Pteropus conspicillatus	LC
Pteropus dasymallus	VU
Pteropus faunulus	VU
Pteropus fundatus	EN
Pteropus giganteus	LC
Pteropus gilliardorum	DD
Pteropus griseus	DD
Pteropus howensis	DD
Pteropus hypomelanus	LC
Pteropus intermedius	DD
Pteropus keyensis	DD
Pteropus leucopterus	LC
Pteropus livingstonii	CR
Pteropus lombocensis	DD
Pteropus loochoensis	DD
Pteropus lylei	VU
Pteropus macrotis	LC
Pteropus mahaganus	LC
Pteropus mariannus	EN
Pteropus melanopogon	EN
Pteropus melanotus	VU
Pteropus molossinus	VU
Pteropus neohibernicus	LC
Pteropus niger	EN
Pteropus nitendiensis	EN
Pteropus ocularis	VU
Pteropus ornatus	VU
Pteropus personatus	LC
Pteropus pohlei	VU
Pteropus poliocephalus	VU
Pteropus pselaphon	EN
Pteropus pumilus	NT
Pteropus rayneri	NT
Pteropus rennelli	EN
Pteropus rodricensis	EN
Pteropus rufus	VU
Pteropus samoensis	NT
Pteropus scapulatus	LC
Pteropus seychellensis	LC
Pteropus speciosus	DD
Pteropus temminckii	VU
Pteropus tonganus	LC
Pteropus tuberculatus	CR
Pteropus ualanus	VU
Pteropus vampyrus	NT
Pteropus vetulus	VU
Pteropus voeltzkowi	VU
Pteropus woodfordi	LC
Ptilocercus lowii	LC
Pudu mephistophiles	DD
Pudu puda	NT
Puma concolor	LC
Punomys kofordi	VU
Punomys lemminus	VU
Pusa caspica	EN
Pusa hispida	LC
Pusa sibirica	LC
Pygathrix cinerea	CR
Pygathrix nemaeus	EN
Pygathrix nigripes	EN
Pygeretmus platyurus	LC
Pygeretmus pumilio	LC
Pygeretmus zhitkovi	NT
Pygoderma bilabiatum	LC
Rangifer tarandus	VU
Raphicerus campestris	LC
Raphicerus melanotis	LC
Raphicerus sharpei	LC
Rattus adustus	DD
Rattus andamanensis	LC
Rattus annandalei	LC
Rattus arfakiensis	DD
Rattus argentiventer	LC
Rattus arrogans	LC
Rattus baluensis	LC
Rattus blangorum	DD
Rattus bontanus	DD
Rattus burrus	EN
Rattus colletti	LC
Rattus detentus	DD
Rattus elaphinus	NT
Rattus enganus	DD
Rattus everetti	LC
Rattus exulans	LC
Rattus feliceus	NT
Rattus fuscipes	LC
Rattus giluwensis	LC
Rattus hainaldi	EN
Rattus hoffmanni	LC
Rattus hoogerwerfi	VU
Rattus jobiensis	LC
Rattus koopmani	DD
Rattus korinchi	DD
Rattus leucopus	LC
Rattus losea	LC
Rattus lugens	VU
Rattus lutreolus	LC
Rattus marmosurus	LC
Rattus mindorensis	LC
Rattus mollicomulus	LC
Rattus montanus	EN
Rattus mordax	LC
Rattus morotaiensis	LC
Rattus nikenii	VU
Rattus niobe	LC
Rattus nitidus	LC
Rattus norvegicus	LC
Rattus novaeguineae	LC
Rattus omichlodes	DD
Rattus osgoodi	LC
Rattus palmarum	VU
Rattus pelurus	DD
Rattus pococki	LC
Rattus praetor	LC
Rattus pyctoris	LC
Rattus ranjiniae	EN
Rattus rattus	LC
Rattus richardsoni	VU
Rattus salocco	DD
Rattus satarae	VU
Rattus simalurensis	EN
Rattus sordidus	LC
Rattus steini	LC
Rattus stoicus	VU
Rattus tanezumi	LC
Rattus tawitawiensis	DD
Rattus timorensis	DD
Rattus tiomanicus	LC
Rattus tunneyi	LC
Rattus vandeuseni	EN
Rattus verecundus	LC
Rattus villosissimus	LC
Rattus xanthurus	NT
Ratufa affinis	NT
Ratufa bicolor	NT
Ratufa indica	LC
Ratufa macroura	NT
Redunca arundinum	LC
Redunca fulvorufula	EN
Redunca redunca	LC
Reithrodon auritus	LC
Reithrodon typicus	LC
Reithrodontomys bakeri	EN
Reithrodontomys brevirostris	LC
Reithrodontomys burti	DD
Reithrodontomys chrysopsis	LC
Reithrodontomys creper	LC
Reithrodontomys darienensis	LC
Reithrodontomys fulvescens	LC
Reithrodontomys gracilis	LC
Reithrodontomys hirsutus	VU
Reithrodontomys humulis	LC
Reithrodontomys megalotis	LC
Reithrodontomys mexicanus	LC
Reithrodontomys microdon	LC
Reithrodontomys montanus	LC
Reithrodontomys musseri	DD
Reithrodontomys paradoxus	DD
Reithrodontomys raviventris	EN
Reithrodontomys rodriguezi	LC
Reithrodontomys spectabilis	CR
Reithrodontomys sumichrasti	LC
Reithrodontomys tenuirostris	VU
Reithrodontomys zacatecae	LC
Rhabdomys bechuanae	LC
Rhabdomys dilectus	LC
Rhabdomys intermedius	LC
Rhabdomys pumilio	LC
Rhagomys longilingua	LC
Rhagomys rufescens	VU
Rheithrosciurus macrotis	VU
Rheomys mexicanus	EN
Rheomys raptor	LC
Rheomys thomasi	NT
Rheomys underwoodi	LC
Rhinoceros sondaicus	CR
Rhinoceros unicornis	VU
Rhinolophus acuminatus	LC
Rhinolophus adami	DD
Rhinolophus affinis	LC
Rhinolophus alcyone	LC
Rhinolophus arcuatus	LC
Rhinolophus beddomei	LC
Rhinolophus belligerator	EN
Rhinolophus blasii	LC
Rhinolophus bocharicus	LC
Rhinolophus borneensis	LC
Rhinolophus canuti	VU
Rhinolophus capensis	LC
Rhinolophus celebensis	LC
Rhinolophus clivosus	LC
Rhinolophus coelophyllus	LC
Rhinolophus cognatus	EN
Rhinolophus cohenae	VU
Rhinolophus convexus	DD
Rhinolophus creaghi	LC
Rhinolophus damarensis	LC
Rhinolophus darlingi	LC
Rhinolophus deckenii	NT
Rhinolophus denti	LC
Rhinolophus eloquens	LC
Rhinolophus euryale	NT
Rhinolophus euryotis	LC
Rhinolophus ferrumequinum	LC
Rhinolophus formosae	NT
Rhinolophus fumigatus	LC
Rhinolophus guineensis	VU
Rhinolophus hildebrandtii	LC
Rhinolophus hilli	CR
Rhinolophus hillorum	NT
Rhinolophus hipposideros	LC
Rhinolophus indorouxii	DD
Rhinolophus inops	LC
Rhinolophus keyensis	DD
Rhinolophus landeri	LC
Rhinolophus lepidus	LC
Rhinolophus luctus	LC
Rhinolophus mabuensis	EN
Rhinolophus maclaudi	EN
Rhinolophus macrotis	LC
Rhinolophus madurensis	VU
Rhinolophus maendeleo	DD
Rhinolophus malayanus	LC
Rhinolophus marshalli	LC
Rhinolophus mcintyrei	DD
Rhinolophus megaphyllus	LC
Rhinolophus mehelyi	VU
Rhinolophus microglobosus	LC
Rhinolophus mitratus	DD
Rhinolophus montanus	EN
Rhinolophus mossambicus	LC
Rhinolophus nereis	DD
Rhinolophus osgoodi	DD
Rhinolophus paradoxolophus	LC
Rhinolophus pearsonii	LC
Rhinolophus philippinensis	LC
Rhinolophus proconsulis	EN
Rhinolophus pusillus	LC
Rhinolophus rex	LC
Rhinolophus robinsoni	NT
Rhinolophus rouxii	LC
Rhinolophus rufus	NT
Rhinolophus ruwenzorii	VU
Rhinolophus sakejiensis	DD
Rhinolophus sedulus	NT
Rhinolophus shameli	LC
Rhinolophus shortridgei	LC
Rhinolophus siamensis	LC
Rhinolophus silvestris	DD
Rhinolophus simulator	LC
Rhinolophus sinicus	LC
Rhinolophus smithersi	NT
Rhinolophus stheno	LC
Rhinolophus subbadius	LC
Rhinolophus subrufus	DD
Rhinolophus swinnyi	LC
Rhinolophus tatar	LC
Rhinolophus thomasi	LC
Rhinolophus trifoliatus	LC
Rhinolophus virgo	LC
Rhinolophus xinanzhongguoensis	NT
Rhinolophus yunanensis	LC
Rhinolophus ziama	EN
Rhinonicteris aurantia	LC
Rhinophylla alethina	NT
Rhinophylla fischerae	LC
Rhinophylla pumilio	LC
Rhinopithecus avunculus	CR
Rhinopithecus bieti	EN
Rhinopithecus brelichi	EN
Rhinopithecus roxellana	EN
Rhinopithecus strykeri	CR
Rhinopoma cystops	LC
Rhinopoma hadramauticum	EN
Rhinopoma hardwickii	LC
Rhinopoma macinnesi	DD
Rhinopoma microphyllum	LC
Rhinopoma muscatellum	LC
Rhinosciurus laticaudatus	NT
Rhipidomys albujai	DD
Rhipidomys austrinus	LC
Rhipidomys cariri	DD
Rhipidomys caucensis	DD
Rhipidomys couesi	LC
Rhipidomys emiliae	LC
Rhipidomys fulviventer	LC
Rhipidomys gardneri	LC
Rhipidomys ipukensis	DD
Rhipidomys itoan	LC
Rhipidomys latimanus	LC
Rhipidomys leucodactylus	LC
Rhipidomys macconnelli	LC
Rhipidomys macrurus	LC
Rhipidomys mastacalis	LC
Rhipidomys modicus	LC
Rhipidomys nitela	LC
Rhipidomys ochrogaster	DD
Rhipidomys tribei	DD
Rhipidomys venezuelae	LC
Rhipidomys venustus	LC
Rhipidomys wetzeli	LC
Rhizomys pruinosus	LC
Rhizomys sinensis	LC
Rhizomys sumatrensis	LC
Rhogeessa aeneus	LC
Rhogeessa bickhami	LC
Rhogeessa genowaysi	EN
Rhogeessa hussoni	DD
Rhogeessa io	LC
Rhogeessa menchuae	DD
Rhogeessa minutilla	VU
Rhogeessa mira	VU
Rhogeessa parvula	LC
Rhogeessa tumida	LC
Rhogeessa velilla	DD
Rhombomys opimus	LC
Rhynchocyon chrysopygus	EN
Rhynchocyon cirnei	LC
Rhynchocyon petersi	LC
Rhynchocyon udzungwensis	VU
Rhynchogale melleri	LC
Rhyncholestes raphanurus	NT
Rhynchomeles prattorum	EN
Rhynchomys banahao	LC
Rhynchomys isarogensis	VU
Rhynchomys soricoides	NT
Rhynchomys tapulao	DD
Rhynchonycteris naso	LC
Romerolagus diazi	EN
Rousettus aegyptiacus	LC
Rousettus amplexicaudatus	LC
Rousettus bidens	VU
Rousettus celebensis	LC
Rousettus lanosus	LC
Rousettus leschenaultii	LC
Rousettus linduensis	DD
Rousettus madagascariensis	NT
Rousettus obliviosus	VU
Rousettus spinalatus	VU
Rubrisciurus rubriventer	VU
Rucervus duvaucelii	VU
Rucervus eldii	EN
Rungwecebus kipunji	CR
Rupicapra pyrenaica	LC
Rupicapra rupicapra	LC
Rusa alfredi	EN
Rusa marianna	VU
Rusa timorensis	VU
Rusa unicolor	VU
Ruwenzorisorex suncoides	VU
Saccolaimus flaviventris	LC
Saccolaimus mixtus	NT
Saccolaimus peli	LC
Saccolaimus saccolaimus	LC
Saccopteryx antioquensis	EN
Saccopteryx bilineata	LC
Saccopteryx canescens	LC
Saccopteryx gymnura	DD
Saccopteryx leptura	LC
Saccostomus campestris	LC
Saccostomus mearnsi	LC
Saguinus bicolor	EN
Saguinus fuscicollis	LC
Saguinus geoffroyi	LC
Saguinus imperator	LC
Saguinus inustus	LC
Saguinus labiatus	LC
Saguinus leucopus	EN
Saguinus martinsi	LC
Saguinus melanoleucus	LC
Saguinus midas	LC
Saguinus mystax	LC
Saguinus niger	VU
Saguinus nigricollis	LC
Saguinus oedipus	CR
Saguinus tripartitus	NT
Saiga tatarica	CR
Saimiri boliviensis	LC
Saimiri oerstedii	VU
Saimiri sciureus	LC
Saimiri ustus	NT
Saimiri vanzolinii	VU
Salanoia concolor	VU
Salinomys delicatus	DD
Salpingotulus michaelis	DD
Salpingotus crassicauda	LC
Salpingotus heptneri	DD
Salpingotus kozlovi	LC
Salpingotus pallidus	DD
Santamartamys rufodorsalis	CR
Sapajus apella	LC
Sapajus cay	LC
Sapajus flavius	CR
Sapajus libidinosus	LC
Sapajus macrocephalus	LC
Sapajus nigritus	NT
Sapajus robustus	EN
Sapajus xanthosternos	CR
Sarcophilus harrisii	EN
Sauromys petrophilus	LC
Saxatilomys paulinae	DD
Scalopus aquaticus	LC
Scapanulus oweni	LC
Scapanus latimanus	LC
Scapanus orarius	LC
Scapanus townsendii	LC
Scapteromys aquaticus	LC
Scapteromys tumidus	LC
Scaptochirus moschatus	LC
Scaptonyx fusicaudus	LC
Sciurillus pusillus	LC
Sciurocheirus alleni	LC
Sciurocheirus gabonensis	LC
Sciurotamias davidianus	LC
Sciurotamias forresti	LC
Sciurus aberti	LC
Sciurus aestuans	LC
Sciurus alleni	LC
Sciurus anomalus	LC
Sciurus arizonensis	DD
Sciurus aureogaster	LC
Sciurus carolinensis	LC
Sciurus colliaei	LC
Sciurus deppei	LC
Sciurus flammifer	DD
Sciurus gilvigularis	DD
Sciurus granatensis	LC
Sciurus griseus	LC
Sciurus ignitus	LC
Sciurus igniventris	LC
Sciurus lis	LC
Sciurus nayaritensis	LC
Sciurus niger	LC
Sciurus oculatus	LC
Sciurus pucheranii	DD
Sciurus pyrrhinus	DD
Sciurus richmondi	NT
Sciurus sanborni	DD
Sciurus spadiceus	LC
Sciurus stramineus	LC
Sciurus variegatoides	LC
Sciurus vulgaris	LC
Sciurus yucatanensis	LC
Scleronycteris ega	DD
Scolomys melanops	LC
Scolomys ucayalensis	LC
Scoteanax rueppellii	LC
Scotinomys teguina	LC
Scotinomys xerampelinus	LC
Scotoecus albofuscus	DD
Scotoecus hirundo	LC
Scotoecus pallidus	LC
Scotomanes ornatus	LC
Scotonycteris ophiodon	NT
Scotonycteris zenkeri	LC
Scotophilus andrewreborii	LC
Scotophilus borbonicus	DD
Scotophilus celebensis	DD
Scotophilus collinus	LC
Scotophilus dinganii	LC
Scotophilus ejetai	LC
Scotophilus heathii	LC
Scotophilus kuhlii	LC
Scotophilus leucogaster	LC
Scotophilus livingstonii	LC
Scotophilus marovaza	LC
Scotophilus nigrita	LC
Scotophilus nucella	DD
Scotophilus nux	LC
Scotophilus robustus	LC
Scotophilus tandrefana	DD
Scotophilus trujilloi	LC
Scotophilus viridis	LC
Scotorepens balstoni	LC
Scotorepens greyii	LC
Scotorepens orion	LC
Scotorepens sanborni	LC
Scotozous dormeri	LC
Scutisorex somereni	LC
Scutisorex thori	DD
Sekeetamys calurus	LC
Selevinia betpakdalaensis	DD
Semnopithecus ajax	EN
Semnopithecus dussumieri	LC
Semnopithecus entellus	LC
Semnopithecus hector	NT
Semnopithecus hypoleucos	VU
Semnopithecus priam	NT
Semnopithecus schistaceus	LC
Setifer setosus	LC
Setonix brachyurus	VU
Sicista armenica	EN
Sicista betulina	LC
Sicista caucasica	VU
Sicista caudata	DD
Sicista concolor	LC
Sicista kazbegica	EN
Sicista kluchorica	LC
Sicista loriger	VU
Sicista napaea	LC
Sicista pseudonapaea	DD
Sicista severtzovi	LC
Sicista strandi	LC
Sicista subtilis	LC
Sicista tianshanica	LC
Sicista trizona	EN
Sigmodon alleni	VU
Sigmodon alstoni	LC
Sigmodon arizonae	LC
Sigmodon fulviventer	LC
Sigmodon hirsutus	LC
Sigmodon hispidus	LC
Sigmodon inopinatus	VU
Sigmodon leucotis	LC
Sigmodon mascotensis	LC
Sigmodon ochrognathus	LC
Sigmodon peruanus	LC
Sigmodon toltecus	LC
Sigmodontomys alfari	LC
Simias concolor	CR
Sminthopsis archeri	DD
Sminthopsis bindi	NT
Sminthopsis butleri	VU
Sminthopsis crassicaudata	LC
Sminthopsis dolichura	LC
Sminthopsis douglasi	NT
Sminthopsis fuliginosus	DD
Sminthopsis gilberti	LC
Sminthopsis granulipes	LC
Sminthopsis griseoventer	LC
Sminthopsis hirtipes	LC
Sminthopsis leucopus	LC
Sminthopsis longicaudata	LC
Sminthopsis macroura	LC
Sminthopsis murina	LC
Sminthopsis ooldea	LC
Sminthopsis psammophila	VU
Sminthopsis virginiae	LC
Sminthopsis youngsoni	LC
Smutsia gigantea	VU
Smutsia temminckii	VU
Solenodon paradoxus	EN
Solisorex pearsoni	EN
Solomys ponceleti	CR
Solomys salamonis	DD
Solomys salebrosus	EN
Solomys sapientis	EN
Sommeromys macrorhinos	DD
Sooretamys angouya	LC
Sorex alaskanus	DD
Sorex alpinus	NT
Sorex antinorii	LC
Sorex araneus	LC
Sorex arcticus	LC
Sorex arizonae	LC
Sorex asper	LC
Sorex bairdi	LC
Sorex bedfordiae	LC
Sorex bendirii	LC
Sorex buchariensis	DD
Sorex caecutiens	LC
Sorex camtschatica	LC
Sorex cansulus	DD
Sorex cinereus	LC
Sorex coronatus	LC
Sorex cylindricauda	LC
Sorex daphaenodon	LC
Sorex dispar	LC
Sorex emarginatus	LC
Sorex excelsus	LC
Sorex fumeus	LC
Sorex gracillimus	LC
Sorex granarius	LC
Sorex haydeni	LC
Sorex hosonoi	LC
Sorex hoyi	LC
Sorex isodon	LC
Sorex ixtlanensis	DD
Sorex jacksoni	LC
Sorex kozlovi	DD
Sorex leucogaster	DD
Sorex longirostris	LC
Sorex lyelli	LC
Sorex macrodon	VU
Sorex maritimensis	LC
Sorex mediopua	LC
Sorex merriami	LC
Sorex milleri	VU
Sorex minutissimus	LC
Sorex minutus	LC
Sorex mirabilis	DD
Sorex monticolus	LC
Sorex nanus	LC
Sorex neomexicanus	DD
Sorex oreopolus	LC
Sorex orizabae	LC
Sorex ornatus	LC
Sorex pacificus	LC
Sorex palustris	LC
Sorex planiceps	LC
Sorex portenkoi	DD
Sorex preblei	LC
Sorex pribilofensis	EN
Sorex raddei	LC
Sorex roboratus	LC
Sorex rohweri	LC
Sorex samniticus	LC
Sorex satunini	LC
Sorex saussurei	LC
Sorex sclateri	CR
Sorex shinto	LC
Sorex sinalis	DD
Sorex sonomae	LC
Sorex stizodon	CR
Sorex tenellus	LC
Sorex thibetanus	DD
Sorex trowbridgii	LC
Sorex tundrensis	LC
Sorex ugyunak	LC
Sorex unguiculatus	LC
Sorex vagrans	LC
Sorex ventralis	LC
Sorex veraecrucis	LC
Sorex veraepacis	LC
Sorex volnuchini	LC
Sorex yukonicus	LC
Soricomys kalinga	LC
Soricomys leonardocoi	DD
Soricomys montanus	LC
Soricomys musseri	LC
Soriculus nigrescens	LC
Sotalia fluviatilis	DD
Sotalia guianensis	NT
Sousa chinensis	VU
Sousa plumbea	EN
Sousa sahulensis	VU
Sousa teuszii	CR
Spalacopus cyanus	LC
Spalax arenarius	EN
Spalax giganteus	LC
Spalax graecus	NT
Spalax microphthalmus	LC
Spalax uralensis	NT
Spalax zemni	VU
Speothos venaticus	NT
