	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
3471	Neomys fodiens								LC								LC				
3472	Neomys teres								LC								LC				
3473	Neonycteris pusilla								VU								DD				
3474	Neophascogale lorentzii								LC								LC				
3475	Neophoca cinerea								EN							EN					
3476	Neophocaena asiaeorientalis											VU	VU					EN			
3477	Neophocaena phocaenoides											VU	VU					VU			
3478	Neopteryx frosti								EN								EN				
3479	Neoromicia brunnea				NT				NT												
3480	Neoromicia capensis				LC				LC						LC			LC			
3481	Neoromicia flavescens				DD				DD						DD					DD	
3482	Neoromicia guineensis				LC				LC						LC			LC			
3483	Neoromicia helios				DD				DD						DD					DD	
3484	Neoromicia isabella																	DD			
3485	Neoromicia malagasyensis								EN											VU	
3486	Neoromicia matroka								LC									LC			
3487	Neoromicia melckorum				DD				DD						DD					DD	
3488	Neoromicia nana				LC				LC						LC			LC			
3489	Neoromicia rendalli				LC				LC									LC			
3490	Neoromicia robertsi																	DD			
3491	Neoromicia roseveari																	EN			
3492	Neoromicia somalica				LC				LC						LC			LC			
3493	Neoromicia tenuipinnis				LC				LC									LC			
3494	Neoromicia zuluensis				LC				LC									LC			
3495	Neotamias alpinus								LC								LC				
3496	Neotamias amoenus								LC								LC				
3497	Neotamias bulleri								VU								VU				
3498	Neotamias canipes								LC								LC				
3499	Neotamias cinereicollis								LC								LC				
3500	Neotamias dorsalis								LC								LC				
3501	Neotamias durangae								LC								LC				
3502	Neotamias merriami								LC								LC				
3503	Neotamias minimus								LC								LC				
3504	Neotamias obscurus								LC								LC				
3505	Neotamias ochrogenys								LC								LC				
3506	Neotamias palmeri								EN								EN				
3507	Neotamias panamintinus								LC								LC				
3508	Neotamias quadrimaculatus								LC								LC				
3509	Neotamias quadrivittatus								LC								LC				
3510	Neotamias ruficaudus								LC								LC				
3511	Neotamias rufus								LC								LC				
3512	Neotamias senex								LC								LC				
3513	Neotamias siskiyou								LC								LC				
3514	Neotamias sonomae								LC								LC				
3515	Neotamias speciosus								LC								LC				
3516	Neotamias townsendii								LC								LC				
3517	Neotamias umbrinus								LC								LC				
3518	Neotetracus sinensis								LC								LC				
3519	Neotoma albigula								LC								LC				
3520	Neotoma angustapalata								EN												
3521	Neotoma bryanti																	LC			
3522	Neotoma chrysomelas								LC								LC				
3523	Neotoma cinerea								LC								LC				
3524	Neotoma devia								LC								LC				
3525	Neotoma floridana								LC								LC				
3526	Neotoma fuscipes								LC								LC				
3527	Neotoma goldmani								LC								LC				
3528	Neotoma insularis																	DD			
3529	Neotoma lepida																	LC			
3530	Neotoma leucodon								LC								LC				
3531	Neotoma macrotis								LC								LC				
3532	Neotoma magister								NT												
3533	Neotoma mexicana								LC								LC				
3534	Neotoma micropus								LC								LC				
3535	Neotoma nelsoni								CR										CR		
3536	Neotoma palatina								VU										VU		
3537	Neotoma phenax								NT											LC	
3538	Neotoma stephensi								LC								LC				
3539	Neotomodon alstoni								LC								LC				
3540	Neotomys ebriosus								LC								LC				
3541	Neotragus batesi								LC								LC				
3542	Neotragus pygmaeus								LC								LC				
3543	Neovison vison								LC								LC				
3544	Nephelomys albigularis								LC								LC				
3545	Nephelomys auriventer								LC								LC				
3546	Nephelomys caracolus								LC								LC				
3547	Nephelomys devius								LC								LC				
3548	Nephelomys keaysi								LC								LC				
3549	Nephelomys levipes								LC								LC				
3550	Nephelomys meridensis								LC								LC				
3551	Nesokia bunnii								EN												
3552	Nesokia indica				LC				LC								LC				
3553	Nesolagus netscheri								VU											DD	
3554	Nesolagus timminsi		DD						DD											EN	
3555	Nesomys audeberti								LC								LC				
3556	Nesomys lambertoni								EN								EN				
3557	Nesomys rufus								LC								LC				
3558	Nesoromys ceramicus								EN								EN				
3559	Nesoryzomys fernandinae								VU										VU		
3560	Nesoryzomys narboroughi		NT						VU										VU		
3561	Nesoryzomys swarthi								VU										VU		
3562	Nesotragus moschatus								LC								LC				
3563	Neurotrichus gibbsii								LC								LC				
3564	Neusticomys ferreirai								DD											DD	
3565	Neusticomys monticolus								LC								LC				
3566	Neusticomys mussoi								EN										VU		
3567	Neusticomys oyapocki								DD											DD	
3568	Neusticomys peruviensis								LC								LC				
3569	Neusticomys venezuelae								VU										VU		
3570	Nilgiritragus hylocrius								EN												
3571	Nilopegamys plumbeus		CR		CR				CR												
3572	Ningaui ridei								LC								LC				
3573	Ningaui timealeyi								LC								LC				
3574	Ningaui yvonneae								LC								LC				
3575	Niviventer andersoni								LC								LC				
3576	Niviventer brahma								LC								LC				
3577	Niviventer cameroni								VU								VU				
3578	Niviventer confucianus								LC								LC				
3579	Niviventer coninga								LC								LC				
3580	Niviventer cremoriventer								VU									LC			
3581	Niviventer culturatus								NT									LC			
3582	Niviventer eha								LC								LC				
3583	Niviventer excelsior								LC								LC				
3584	Niviventer fraternus								LC								LC				
3585	Niviventer fulvescens								LC								LC				
3586	Niviventer hinpoon								DD								EN				
3587	Niviventer langbianis								LC								LC				
3588	Niviventer lepturus								LC								LC				
3589	Niviventer niviventer								LC								LC				
3590	Niviventer rapit								LC								LC			LC	
3591	Niviventer tenaster								LC								LC				
3592	Noctilio albiventris								LC							LC					
3593	Noctilio leporinus								LC							LC					
3594	Nomascus concolor								CR												
3595	Nomascus gabriellae								EN												
3596	Nomascus hainanus			CR					CR												
3597	Nomascus leucogenys								CR												
3598	Nomascus nasutus			CR					CR												
3599	Nomascus siki								EN												
3600	Notiomys edwardsii								LC								LC				
3601	Notiosorex cockrumi								LC									LC			
3602	Notiosorex crawfordi								LC								LC				
3603	Notiosorex evotis								LC								LC				
3604	Notiosorex villai								VU										VU		
3605	Notocitellus adocetus								LC								LC				
3606	Notocitellus annulatus								LC								LC				
3607	Notomys alexis								LC								LC				
3608	Notomys aquilo								EN								EN				
3609	Notomys cervinus								VU								NT				
3610	Notomys fuscus								VU								VU				
3611	Notomys mitchellii								LC								LC				
3612	Notopteris macdonaldi								VU											VU	
3613	Notopteris neocaledonica								VU											EN	
3614	Notoryctes caurinus								DD								LC				
3615	Notoryctes typhlops								DD								LC				
3616	Nyctalus aviator								NT											NT	
3617	Nyctalus azoreum								EN								VU				
3618	Nyctalus furvus								VU												
3619	Nyctalus lasiopterus								NT								VU				
3620	Nyctalus leisleri								LC								LC				
3621	Nyctalus montanus								LC											LC	
3622	Nyctalus noctula								LC								LC				
3623	Nyctalus plancyi								LC												
3624	Nyctereutes procyonoides				LC				LC								LC				
3625	Nycteris arge				LC				LC									LC			
3626	Nycteris aurita				DD				LC									LC			
3627	Nycteris gambiensis				LC				LC									LC			
3628	Nycteris grandis				LC				LC									LC			
3629	Nycteris hispida				LC				LC									LC			
3630	Nycteris intermedia				NT				LC									LC			
3631	Nycteris javanica								VU												
3632	Nycteris macrotis				LC				LC									LC			
3633	Nycteris madagascariensis								DD											DD	
3634	Nycteris major				VU				DD											DD	
3635	Nycteris nana				LC				LC									LC			
3636	Nycteris parisii				DD				DD											DD	
3637	Nycteris thebaica				LC				LC									LC			
3638	Nycteris tragata								NT												
3639	Nycteris vinsoni				DD				DD											DD	
3640	Nycteris woodi				NT				LC									LC			
3641	Nycticebus bengalensis								VU												
3642	Nycticebus coucang								VU												
3643	Nycticebus javanicus								EN					CR							
3644	Nycticebus menagensis								VU												
3645	Nycticebus pygmaeus								VU												
3646	Nycticeinops schlieffeni				LC				LC									LC			
3647	Nycticeius aenobarbus								DD												
3648	Nycticeius cubanus								NT										NT		
3649	Nycticeius humeralis								LC											LC	
3650	Nyctiellus lepidus								LC								LC				
3651	Nyctimene aello								LC												
3652	Nyctimene albiventer								LC								LC				
3653	Nyctimene cephalotes								LC								LC				
3654	Nyctimene certans								LC												
3655	Nyctimene cyclotis								DD												
3656	Nyctimene draconilla								DD												
3657	Nyctimene keasti								VU												
3658	Nyctimene major								LC												
3659	Nyctimene malaitensis								DD									LC			
3660	Nyctimene masalai								DD												
3661	Nyctimene minutus								VU												
3662	Nyctimene rabori								EN												
3663	Nyctimene robinsoni								LC												
3664	Nyctimene sanctacrucis								DD												
3665	Nyctimene vizcaccia								LC												
3666	Nyctinomops aurispinosus								LC											LC	
3667	Nyctinomops femorosaccus								LC							LC					
3668	Nyctinomops laticaudatus								LC							LC					
3669	Nyctinomops macrotis								LC							LC					
3670	Nyctomys sumichrasti								LC								LC				
3671	Nyctophilus arnhemensis								LC												
3672	Nyctophilus bifax								LC												
3673	Nyctophilus geoffroyi								LC												
3674	Nyctophilus gouldi								LC												
3675	Nyctophilus heran								DD								DD				
3676	Nyctophilus howensis								CR												
3677	Nyctophilus microdon								DD												
3678	Nyctophilus microtis								LC									LC			
3679	Nyctophilus nebulosus								CR												
3680	Nyctophilus sherrini								DD												
3681	Nyctophilus shirleyae																	DD			
3682	Nyctophilus walkeri								LC												
3683	Ochotona alpina								LC								LC				
3684	Ochotona argentata								CR								EN				
3685	Ochotona cansus								LC								LC				
3686	Ochotona collaris								LC								LC				
3687	Ochotona coreana																DD				
3688	Ochotona curzoniae								LC								LC			LC	
3689	Ochotona dauurica								LC								LC				
3690	Ochotona erythrotis								LC								LC				
3691	Ochotona forresti								LC								LC				
3692	Ochotona gloveri								LC								LC				
3693	Ochotona hoffmanni								EN								EN				
3694	Ochotona hyperborea																LC				
3695	Ochotona iliensis								EN											EN	
3696	Ochotona koslowi								EN											EN	
3697	Ochotona ladacensis								LC								LC				
3698	Ochotona macrotis								LC								LC				
3699	Ochotona mantchurica																LC				
3700	Ochotona nubrica								LC								LC				
3701	Ochotona opaca																LC				
3702	Ochotona pallasii																LC				
3703	Ochotona princeps								LC			LC					LC				
3704	Ochotona pusilla								LC								LC				
3705	Ochotona roylei								LC								LC				
3706	Ochotona rufescens								LC								LC				
3707	Ochotona rutila								LC								LC				
3708	Ochotona syrinx																LC				
3709	Ochotona thibetana								LC								LC				
3710	Ochotona thomasi								LC											LC	
3711	Ochotona turuchanensis								LC								LC				
3712	Ochrotomys nuttalli								LC								LC				
3713	Octodon bridgesi								VU					VU			VU				
