	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
5146	Sousa sahulensis																	VU				
5147	Sousa teuszii								VU				VU					CR				
5148	Spalacopus cyanus								LC					LC			LC					
5149	Spalax arenarius								EN													
5150	Spalax giganteus								VU								LC					
5151	Spalax graecus								NT													
5152	Spalax microphthalmus								LC								LC					
5153	Spalax uralensis								NT								NT					
5154	Spalax zemni								VU													
5155	Speothos venaticus				VU				NT			NT										
5156	Spermophilopsis leptodactylus								LC								LC					
5157	Spermophilus alashanicus								LC								LC					
5158	Spermophilus brevicauda								LC								LC					
5159	Spermophilus citellus								VU													
5160	Spermophilus dauricus								LC								LC					
5161	Spermophilus erythrogenys								LC								LC					
5162	Spermophilus fulvus								LC									LC				
5163	Spermophilus major								LC									LC				
5164	Spermophilus musicus								NT													
5165	Spermophilus pallidicauda								LC									LC				
5166	Spermophilus pygmaeus								LC									LC				
5167	Spermophilus ralli								LC								LC					
5168	Spermophilus relictus								LC								LC					
5169	Spermophilus suslicus								NT													
5170	Spermophilus taurensis								LC									LC				
5171	Spermophilus xanthoprymnus								NT													
5172	Sphaerias blanfordi								LC													
5173	Sphaeronycteris toxophyllum								DD										LC			
5174	Spilocuscus kraemeri								NT											NT		
5175	Spilocuscus maculatus								LC								LC					
5176	Spilocuscus papuensis								VU								VU					
5177	Spilocuscus rufoniger								CR								CR					
5178	Spilocuscus wilsoni								CR								CR					
5179	Spilogale angustifrons								LC								LC					
5180	Spilogale gracilis								LC								LC					
5181	Spilogale putorius								LC								VU					
5182	Spilogale pygmaea								VU								VU					
5183	Srilankamys ohiensis								VU											VU		
5184	Steatomys bocagei								LC									LC				
5185	Steatomys caurinus				LC				LC									LC				
5186	Steatomys cuppedius				LC				LC									LC				
5187	Steatomys jacksoni				VU				DD								DD					
5188	Steatomys krebsii				LC				LC								LC					
5189	Steatomys opimus								LC									LC				
5190	Steatomys parvus				LC				LC									LC				
5191	Steatomys pratensis				LC				LC								LC					
5192	Stenella attenuata								LC				LC						LC			
5193	Stenella clymene								DD				DD						LC			
5194	Stenella coeruleoalba								LC				VU							LC		
5195	Stenella frontalis								DD				DD						LC			
5196	Stenella longirostris								DD				DD						LC			
5197	Steno bredanensis								LC				LC							LC		
5198	Stenocephalemys albipes				LC				LC									LC				
5199	Stenocephalemys albocaudata				NT				LC								LC					
5200	Stenocephalemys griseicauda				NT				LC								LC					
5201	Stenocephalemys ruppi				DD				DD								DD					
5202	Stenoderma rufum								VU			VU					NT					
5203	Stochomys longicaudatus				LC				LC									LC				
5204	Strigocuscus celebensis								VU													
5205	Strigocuscus pelengensis								LC								LC					
5206	Sturnira angeli																			NT		
5207	Sturnira aratathomasi								NT								LC					
5208	Sturnira bakeri																			LC		
5209	Sturnira bidens								LC										LC			
5210	Sturnira bogotensis								LC										LC			
5211	Sturnira burtonlimi																	DD				
5212	Sturnira erythromos								LC							LC						
5213	Sturnira hondurensis																	LC				
5214	Sturnira koopmanhilli																DD					
5215	Sturnira lilium																	LC				
5216	Sturnira ludovici																LC					
5217	Sturnira luisi								LC											LC		
5218	Sturnira magna								LC							LC						
5219	Sturnira mistratensis								DD							DD						
5220	Sturnira mordax								NT											LC		
5221	Sturnira nana								EN								EN					
5222	Sturnira oporaphilum								NT								LC					
5223	Sturnira parvidens																			LC		
5224	Sturnira paulsoni																			NT		
5225	Sturnira perla																DD					
5226	Sturnira sorianoi								DD							DD						
5227	Sturnira tildae								LC								LC					
5228	Styloctenium mindorensis								DD											EN		
5229	Styloctenium wallacei								VU		NT											
5230	Stylodipus andrewsi								LC									LC				
5231	Stylodipus sungorus								LC								LC					
5232	Stylodipus telum								LC									LC				
5233	Submyotodon latirostris																	LC				
5234	Suncus aequatorius								CR								EN					
5235	Suncus ater								DD								DD					
5236	Suncus dayi								EN								EN					
5237	Suncus etruscus																	LC				
5238	Suncus fellowesgordoni								EN													
5239	Suncus hosei								DD								DD					
5240	Suncus hututsi																DD					
5241	Suncus infinitesimus				LC				LC									LC				
5242	Suncus lixus				LC				LC									LC				
5243	Suncus malayanus								DD								LC					
5244	Suncus megalura				LC				LC									LC				
5245	Suncus mertensi								EN								EN					
5246	Suncus montanus								VU													
5247	Suncus murinus								LC								LC					
5248	Suncus remyi				LC				LC									LC				
5249	Suncus stoliczkanus								LC								LC					
5250	Suncus varilla				LC				LC									LC				
5251	Suncus zeylanicus								EN											EN		
5252	Sundamys infraluteus								LC								LC					
5253	Sundamys maxi								EN											VU		
5254	Sundamys muelleri								LC								LC					
5255	Sundasciurus brookei								LC								LC					
5256	Sundasciurus davensis								DD								DD					
5257	Sundasciurus fraterculus								EN								VU					
5258	Sundasciurus hippurus								NT									NT				
5259	Sundasciurus hoogstraali								LC								LC					
5260	Sundasciurus jentinki								LC								LC					
5261	Sundasciurus juvencus								LC								LC					
5262	Sundasciurus lowii								LC								LC					
5263	Sundasciurus mindanensis								LC								LC					
5264	Sundasciurus moellendorffi								NT											NT		
5265	Sundasciurus philippinensis								LC								LC					
5266	Sundasciurus rabori								DD								DD					
5267	Sundasciurus samarensis								LC								LC					
5268	Sundasciurus steerii								LC								LC					
5269	Sundasciurus tenuis								LC								LC					
5270	Surdisorex norae				VU				VU								LC					
5271	Surdisorex polulus				VU				VU								DD					
5272	Surdisorex schlitteri																DD					
5273	Suricata suricatta								LC							LC						
5274	Sus ahoenobarbus								VU									NT				
5275	Sus barbatus								VU									VU				
5276	Sus cebifrons								CR									CR				
5277	Sus celebensis								NT													
5278	Sus oliveri								EN								VU					
5279	Sus philippensis								VU									VU				
5280	Sus scrofa								LC											LC		
5281	Sus verrucosus								EN								EN					
5282	Syconycteris australis								LC								LC					
5283	Syconycteris carolinae								VU													
5284	Syconycteris hobbit								VU								LC					
5285	Sylvicapra grimmia								LC								LC					
5286	Sylvilagus andinus																			DD		
5287	Sylvilagus aquaticus								LC											LC		
5288	Sylvilagus audubonii								LC											LC		
5289	Sylvilagus bachmani								LC											LC		
5290	Sylvilagus brasiliensis																			EN		
5291	Sylvilagus cognatus								DD								EN					
5292	Sylvilagus cunicularius								LC											LC		
5293	Sylvilagus dicei								DD								VU					
5294	Sylvilagus floridanus								LC											LC		
5295	Sylvilagus gabbi																			LC		
5296	Sylvilagus graysoni								EN											EN		
5297	Sylvilagus insonus								EN											DD		
5298	Sylvilagus mansuetus								NT			CR								CR		
5299	Sylvilagus nuttallii								LC											LC		
5300	Sylvilagus obscurus								NT											NT		
5301	Sylvilagus palustris								LC											LC		
5302	Sylvilagus robustus								EN											VU		
5303	Sylvilagus sanctaemartae																			DD		
5304	Sylvilagus tapetillus																			VU		
5305	Sylvilagus transitionalis								VU											VU		
5306	Sylvilagus varynaensis								DD											DD		
5307	Sylvisorex akaibei																DD					
5308	Sylvisorex camerunensis				EN				VU								VU					
5309	Sylvisorex corbeti																	DD				
5310	Sylvisorex granti				LC				LC								LC					
5311	Sylvisorex howelli				VU				EN								LC					
5312	Sylvisorex isabellae				EN				EN											VU		
5313	Sylvisorex johnstoni				LC				LC									LC				
5314	Sylvisorex konganensis				DD				DD								DD					
5315	Sylvisorex lunaris				LC				VU											NT		
5316	Sylvisorex morio				VU				EN								EN					
5317	Sylvisorex ollula																	LC				
5318	Sylvisorex oriundus				DD				DD								DD					
5319	Sylvisorex pluvialis				DD				DD								DD					
5320	Sylvisorex silvanorum																DD					
5321	Sylvisorex vulcanorum				LC				NT											LC		
5322	Symphalangus syndactylus								EN													
5323	Synaptomys borealis								LC									LC				
5324	Synaptomys cooperi								LC								LC					
5325	Syncerus caffer								LC											NT		
5326	Syntheosciurus brochus								NT											DD		
5327	Tachyglossus aculeatus								LC								LC					
5328	Tachyoryctes macrocephalus				VU				EN								EN					
5329	Tachyoryctes splendens				LC				LC									LC				
5330	Tadarida aegyptiaca				LC				LC									LC				
5331	Tadarida brasiliensis								LC							LC						
5332	Tadarida fulminans				LC				LC									LC				
5333	Tadarida insignis								DD											DD		
5334	Tadarida latouchei								DD													
5335	Tadarida lobata				DD				LC									LC				
5336	Tadarida teniotis								LC								LC					
5337	Tadarida ventralis				NT				DD											DD		
5338	Taeromys arcuatus								DD								LC					
5339	Taeromys callitrichus								DD									DD				
5340	Taeromys celebensis								LC								LC					
5341	Taeromys hamatus								DD									DD				
5342	Taeromys microbullatus								DD									DD				
5343	Taeromys punicans								DD									DD				
5344	Taeromys taerae								DD								VU					
5345	Talpa altaica								LC									LC				
5346	Talpa caeca								LC								LC					
5347	Talpa caucasica								LC								LC					
5348	Talpa davidiana								DD									DD				
5349	Talpa europaea								LC									LC				
5350	Talpa levantis								LC								LC					
5351	Talpa occidentalis								LC								LC					
5352	Talpa romana								LC								LC					
5353	Talpa stankovici								LC								LC					
5354	Tamandua mexicana						LC		LC			LC			LC							
5355	Tamandua tetradactyla						LC		LC			LC			LC							
5356	Tamias striatus								LC								LC					
5357	Tamiasciurus douglasii								LC								LC					
5358	Tamiasciurus hudsonicus								LC								LC					
5359	Tamiasciurus mearnsi								EN										EN			
5360	Tamiops macclellandii								LC									LC				
5361	Tamiops maritimus								LC									LC				
5362	Tamiops rodolphii								LC									LC				
5363	Tamiops swinhoei								LC									LC				
5364	Tanyuromys aphrastus								DD											DD		
5365	Tapecomys primus								LC									LC				
5366	Taphozous achates								DD								DD					
5367	Taphozous australis								NT													
5368	Taphozous georgianus								LC									LC				
5369	Taphozous hamiltoni				NT				DD											DD		
5370	Taphozous hildegardeae				VU				VU													
5371	Taphozous hilli								LC													
5372	Taphozous kapalgensis								LC									LC				
5373	Taphozous longimanus								LC											LC		
5374	Taphozous mauritianus				LC				LC									LC				
5375	Taphozous melanopogon								LC											LC		
5376	Taphozous nudiventris				LC				LC									LC				
5377	Taphozous perforatus				LC				LC									LC				
5378	Taphozous theobaldi								LC											LC		
5379	Taphozous troughtoni								LC									LC				
5380	Tapirus bairdii		EN						EN								EN					
5381	Tapirus indicus		EN	VU					EN								EN					
5382	Tapirus pinchaque		EN						EN								EN					
5383	Tapirus terrestris		VU						VU											VU		
5384	Tarsipes rostratus								LC								LC					
5385	Tarsius bancanus								VU													
5386	Tarsius dentatus								VU													
5387	Tarsius lariang								DD													
